구분,문항 번호,질문 내용,변수명
개인,Q87-1,건강검진 수검 여부는?,p87healthcheck
개인,Q87-2,검진 항목 만족도는?,p87checksat
개인,Q87-3,검진 후 생활 습관 변화는?,p87checkchange
개인,Q87-4,정기 검진 인식 여부는?,p87checkaware
개인,Q87-5,건강정보 획득 경로는?,p87healthinfo
개인,Q88-1,자녀 교육 관련 고민은?,p88eduproblem
개인,Q88-2,교육비 부담 수준은?,p88eduburden
개인,Q88-3,사교육 여부는?,p88privatetutor
개인,Q88-4,교육 관련 정책 인식은?,p88edupolicy
개인,Q88-5,정책 만족도는?,p88edusat
개인,Q89-1,환경보호 실천 여부는?,p89envaction
개인,Q89-2,실천 동기는?,p89envwhy
개인,Q89-3,실천 방식은?,p89envhow
개인,Q89-4,주변 반응은?,p89envreaction
개인,Q89-5,지속 가능성 인식은?,p89envsustain
개인,Q90-1,온라인 소비 경험은?,p90onbuyexp
개인,Q90-2,주 구매 품목은?,p90onbuyitem
개인,Q90-3,소비 만족도는?,p90onbuysat
개인,Q90-4,배송 만족도는?,p90ondelivery
개인,Q90-5,재구매 의향은?,p90onrebuy
개인,Q91-1,최근 1년간 독서량은?,p91readvol
개인,Q91-2,선호 도서 장르는?,p91readgenre
개인,Q91-3,독서 시간대는?,p91readtime
개인,Q91-4,독서 목적은?,p91readwhy
개인,Q91-5,독서 만족도는?,p91readsat
개인,Q92-1,사회 갈등 체감 수준은?,p92conflictfeel
개인,Q92-2,갈등 유형은?,p92conflicttype
개인,Q92-3,갈등 해소 경험은?,p92conflictexp
개인,Q92-4,갈등 해결 방안 인식은?,p92conflictsol
개인,Q92-5,갈등 해결 참여 의향은?,p92conflictwill
