구분,문항 번호,질문 내용,변수명
개인,Q722-1,디지털 직무에서의 시간 관리 능력 인식은?,p722time
개인,Q722-2,시간 관리 방식은?,p722method
개인,Q722-3,시간 관리 어려움은?,p722barrier
개인,Q722-4,정부 시간 관리 정책 인식은?,p722govpolicy
개인,Q722-5,향후 정책 기대는?,p722govhope
개인,Q723-1,디지털 직무와 관련된 감정 노동 인식은?,p723emotion
개인,Q723-2,감정 노동 경험은?,p723experience
개인,Q723-3,감정 노동 완화 방안은?,p723relief
개인,Q723-4,정부 감정 노동 정책 인식은?,p723govpolicy
개인,Q723-5,향후 정책 기대는?,p723govhope
개인,Q724-1,디지털 직무의 노동 강도 인식은?,p724intensity
개인,Q724-2,노동 강도 원인은?,p724cause
개인,Q724-3,완화 노력은?,p724relief
개인,Q724-4,정부 노동 강도 정책 인식은?,p724govpolicy
개인,Q724-5,향후 정책 기대는?,p724govhope
개인,Q725-1,디지털 직무 관련 직무 만족 요인은?,p725satisfaction
개인,Q725-2,직무 불만족 요인은?,p725barrier
개인,Q725-3,직무 만족 개선 방안은?,p725solution
개인,Q725-4,정부 직무 만족 정책 인식은?,p725govpolicy
개인,Q725-5,향후 정책 기대는?,p725govhope
