구분,문항 번호,질문 내용,변수명
개인,Q629-1,디지털 사회에서의 표현의 자유 인식은?,p629freedom
개인,Q629-2,표현의 자유 제약 경험은?,p629restriction
개인,Q629-3,표현의 자유 보장 노력은?,p629effort
개인,Q629-4,정부 표현의 자유 정책 인식은?,p629govpolicy
개인,Q629-5,향후 정책 기대는?,p629govhope
개인,Q630-1,디지털 사회에서의 사회적 연대 인식은?,p630solidarity
개인,Q630-2,연대 경험은?,p630experience
개인,Q630-3,연대의 장애 요인은?,p630barrier
개인,Q630-4,정부 연대 강화 정책 인식은?,p630govpolicy
개인,Q630-5,향후 정책 기대는?,p630govhope
개인,Q631-1,디지털 기술의 인권 보장 영향 인식은?,p631rights
개인,Q631-2,인권 침해 경험은?,p631violation
개인,Q631-3,인권 보장 노력은?,p631effort
개인,Q631-4,정부 인권 정책 인식은?,p631govpolicy
개인,Q631-5,향후 정책 기대는?,p631govhope
개인,Q632-1,디지털 사회에서의 갈등 조정 경험은?,p632mediation
개인,Q632-2,갈등 조정 방식은?,p632method
개인,Q632-3,조정의 장애 요인은?,p632barrier
개인,Q632-4,정부 갈등 조정 정책 인식은?,p632govpolicy
개인,Q632-5,향후 정책 기대는?,p632govhope
개인,Q633-1,디지털 기술의 민주주의 발전 기여 인식은?,p633democracy
개인,Q633-2,민주적 참여 경험은?,p633experience
개인,Q633-3,민주주의 저해 요인은?,p633barrier
개인,Q633-4,정부 민주주의 정책 인식은?,p633govpolicy
개인,Q633-5,향후 정책 기대는?,p633govhope
