구분,문항 번호,질문 내용,변수명
개인,Q1238-1,디지털 직무의 디지털 윤리 인식 수준은?,p1238ethics
개인,Q1238-2,디지털 윤리 교육 참여 경험은?,p1238edu
개인,Q1238-3,교육 참여 시 어려움은?,p1238barrier
개인,Q1238-4,정부 디지털 윤리 정책 인식은?,p1238govpolicy
개인,Q1238-5,향후 정책 기대는?,p1238govhope
개인,Q1239-1,디지털 직무의 정보보호 의식 수준은?,p1239security
개인,Q1239-2,정보보호 교육 참여 경험은?,p1239edu
개인,Q1239-3,교육 참여 시 어려움은?,p1239barrier
개인,Q1239-4,정부 정보보호 정책 인식은?,p1239govpolicy
개인,Q1239-5,향후 정책 기대는?,p1239govhope
개인,Q1240-1,디지털 직무의 저작권 인식 수준은?,p1240copyright
개인,Q1240-2,저작권 교육 참여 경험은?,p1240edu
개인,Q1240-3,교육 참여 시 어려움은?,p1240barrier
개인,Q1240-4,정부 저작권 정책 인식은?,p1240govpolicy
개인,Q1240-5,향후 정책 기대는?,p1240govhope
개인,Q1241-1,디지털 직무의 디지털 소외 경험은?,p1241digitalgap
개인,Q1241-2,소외 원인은?,p1241cause
개인,Q1241-3,정부 소외 해소 정책 인식은?,p1241govpolicy
개인,Q1241-4,향후 정책 기대는?,p1241govhope
개인,Q1241-5,추가로 필요한 지원은?,p1241support
