구분,문항 번호,질문 내용,변수명
개인,Q559-1,디지털 기술의 일상생활 편의성 향상 여부는?,p559convenience
개인,Q559-2,편의성 향상 체감 영역은?,p559area
개인,Q559-3,편의성과 사생활 침해 간 균형 인식은?,p559balance
개인,Q559-4,정부 편의성 정책 인식은?,p559govpolicy
개인,Q559-5,향후 정책 기대는?,p559govhope
개인,Q560-1,디지털 환경에서의 스트레스 경험은?,p560stress
개인,Q560-2,스트레스 주요 원인은?,p560cause
개인,Q560-3,스트레스 해소 방법은?,p560relief
개인,Q560-4,정부 디지털 스트레스 대응 정책 인식은?,p560govpolicy
개인,Q560-5,향후 정책 기대는?,p560govhope
개인,Q561-1,디지털 사회의 정보 과부하 체감 정도는?,p561overload
개인,Q561-2,과부하 상황에서의 대응 전략은?,p561strategy
개인,Q561-3,정보 선별 어려움 경험은?,p561difficulty
개인,Q561-4,정부 정보 관리 정책 인식은?,p561govpolicy
개인,Q561-5,향후 정책 기대는?,p561govhope
개인,Q562-1,디지털 기술이 사회적 고립감 해소에 기여했는가?,p562social
개인,Q562-2,기여 사례 경험은?,p562example
개인,Q562-3,고립감 지속 원인은?,p562reason
개인,Q562-4,정부 사회적 연결 정책 인식은?,p562govpolicy
개인,Q562-5,향후 정책 기대는?,p562govhope
개인,Q563-1,디지털 기술이 여가 생활에 미친 영향은?,p563leisure
개인,Q563-2,여가 활동 유형은?,p563type
개인,Q563-3,여가 활용의 만족도는?,p563satisfaction
개인,Q563-4,정부 여가 정책 인식은?,p563govpolicy
개인,Q563-5,향후 정책 기대는?,p563govhope
