구분,문항 번호,질문 내용,변수명
개인,Q409-1,디지털 기술 발전에 대한 개인 준비도는?,p409readiness
개인,Q409-2,준비를 위한 학습 활동은?,p409learning
개인,Q409-3,준비 과정 중 겪은 어려움은?,p409difficulty
개인,Q409-4,정부의 준비 지원 정책 인식은?,p409govsupport
개인,Q409-5,향후 정부의 지원 기대는?,p409govhope
개인,Q410-1,디지털 격차 인식 정도는?,p410gap
개인,Q410-2,격차를 경험한 사례는?,p410experience
개인,Q410-3,격차 해소를 위한 노력은?,p410effort
개인,Q410-4,정부의 격차 해소 정책 체감도는?,p410govfeel
개인,Q410-5,향후 격차 해소 기대는?,p410govhope
개인,Q411-1,디지털 기술의 환경영향 인식은?,p411envimpact
개인,Q411-2,긍정적 환경 영향은?,p411positive
개인,Q411-3,부정적 환경 영향은?,p411negative
개인,Q411-4,정부의 환경 대응 정책 인식은?,p411govpolicy
개인,Q411-5,향후 친환경 기술 기대는?,p411ecohope
개인,Q412-1,디지털 범죄에 대한 인식 수준은?,p412awareness
개인,Q412-2,직접 경험한 디지털 범죄 유형은?,p412experience
개인,Q412-3,범죄 예방을 위한 개인 노력은?,p412prevention
개인,Q412-4,정부의 예방 정책 체감도는?,p412govpolicy
개인,Q412-5,향후 범죄 예방 기대는?,p412govhope
개인,Q413-1,디지털 기술의 공정성 인식은?,p413fairness
개인,Q413-2,공정성 침해 경험은?,p413injustice
개인,Q413-3,공정성 확보 방안은?,p413solution
개인,Q413-4,정부의 공정성 정책 인식은?,p413govpolicy
개인,Q413-5,향후 공정 사회 기대는?,p413govhope
