구분,문항 번호,질문 내용,변수명
개인,Q710-1,디지털 직무의 사회적 네트워크 형성 인식은?,p710network
개인,Q710-2,네트워크 형성 방식은?,p710method
개인,Q710-3,형성의 어려움은?,p710barrier
개인,Q710-4,정부 네트워크 정책 인식은?,p710govpolicy
개인,Q710-5,향후 정책 기대는?,p710govhope
개인,Q711-1,디지털 직무의 지역 격차 인식은?,p711gap
개인,Q711-2,격차 원인은?,p711cause
개인,Q711-3,격차 해소 노력은?,p711effort
개인,Q711-4,정부 지역 격차 정책 인식은?,p711govpolicy
개인,Q711-5,향후 정책 기대는?,p711govhope
개인,Q712-1,디지털 직무의 경력 개발 기회 인식은?,p712career
개인,Q712-2,경력 개발 방법은?,p712method
개인,Q712-3,개발의 어려움은?,p712barrier
개인,Q712-4,정부 경력 개발 정책 인식은?,p712govpolicy
개인,Q712-5,향후 정책 기대는?,p712govhope
개인,Q713-1,디지털 직무의 창업 지원 정책 인식은?,p713startup
개인,Q713-2,창업 시도 경험은?,p713experience
개인,Q713-3,창업 장애 요인은?,p713barrier
개인,Q713-4,정부 창업 정책 인식은?,p713govpolicy
개인,Q713-5,향후 정책 기대는?,p713govhope
