구분,문항 번호,질문 내용,변수명
개인,Q479-1,디지털 시민으로서의 역할 인식은?,p479role
개인,Q479-2,시민 참여 활동 경험은?,p479participation
개인,Q479-3,참여 장애 요인은?,p479barrier
개인,Q479-4,정부 시민활동 지원 정책 인식은?,p479govpolicy
개인,Q479-5,향후 시민 정책 기대는?,p479govhope
개인,Q480-1,디지털 기술 사용시 정보 보안 인식은?,p480security
개인,Q480-2,보안 위협 경험은?,p480threat
개인,Q480-3,개인 보안 실천 정도는?,p480practice
개인,Q480-4,정부 보안 정책 인식은?,p480govpolicy
개인,Q480-5,향후 보안 정책 기대는?,p480govhope
개인,Q481-1,디지털 사회에서의 윤리 의식 인식은?,p481ethics
개인,Q481-2,윤리적 문제 경험은?,p481problem
개인,Q481-3,윤리 실천 활동 참여 경험은?,p481practice
개인,Q481-4,정부 윤리 교육 정책 인식은?,p481govpolicy
개인,Q481-5,향후 윤리 강화 정책 기대는?,p481govhope
개인,Q482-1,디지털 소외계층 인식 여부는?,p482awareness
개인,Q482-2,소외계층 지원 참여 경험은?,p482support
개인,Q482-3,지원 활동에서의 어려움은?,p482difficulty
개인,Q482-4,정부 소외계층 정책 인식은?,p482govpolicy
개인,Q482-5,향후 소외계층 지원 정책 기대는?,p482govhope
개인,Q483-1,디지털 기술로 인한 정보 과잉 체감도는?,p483overflow
개인,Q483-2,정보 과잉으로 인한 어려움은?,p483difficulty
개인,Q483-3,정보 관리 전략 실천 여부는?,p483strategy
개인,Q483-4,정부 정보 정제 정책 인식은?,p483govpolicy
개인,Q483-5,향후 정보 환경 개선 기대는?,p483govhope
