구분,문항 번호,질문 내용,변수명
개인,Q1082-1,디지털 직무의 성과 공유 경험은?,p1082share
개인,Q1082-2,성과 공유 어려움은?,p1082barrier
개인,Q1082-3,성과 공유 활성화 방안은?,p1082solution
개인,Q1082-4,정부 성과 공유 정책 인식은?,p1082govpolicy
개인,Q1082-5,향후 정책 기대는?,p1082govhope
개인,Q1083-1,디지털 직무의 경력 개발 기회는?,p1083career
개인,Q1083-2,경력 개발 장애 요인은?,p1083barrier
개인,Q1083-3,경력 개발 촉진 방안은?,p1083solution
개인,Q1083-4,정부 경력 정책 인식은?,p1083govpolicy
개인,Q1083-5,향후 정책 기대는?,p1083govhope
개인,Q1084-1,디지털 직무의 감정 노동 수준은?,p1084emotion
개인,Q1084-2,감정 노동 원인은?,p1084cause
개인,Q1084-3,감정 노동 완화 방안은?,p1084solution
개인,Q1084-4,정부 감정 노동 정책 인식은?,p1084govpolicy
개인,Q1084-5,향후 정책 기대는?,p1084govhope
개인,Q1085-1,디지털 직무의 도전과제 경험은?,p1085challenge
개인,Q1085-2,도전과제 극복 방법은?,p1085strategy
개인,Q1085-3,도전과제 반복 원인은?,p1085recurrence
개인,Q1085-4,정부 도전과제 지원 정책 인식은?,p1085govpolicy
개인,Q1085-5,향후 정책 기대는?,p1085govhope
