구분,문항 번호,질문 내용,변수명
개인,Q1074-1,디지털 직무의 업무 효율성 인식은?,p1074efficiency
개인,Q1074-2,효율성 저해 요인은?,p1074barrier
개인,Q1074-3,효율성 제고 방안은?,p1074solution
개인,Q1074-4,정부 효율성 정책 인식은?,p1074govpolicy
개인,Q1074-5,향후 정책 기대는?,p1074govhope
개인,Q1075-1,디지털 직무의 사회적 인정 경험은?,p1075recognition
개인,Q1075-2,인정 부족 원인은?,p1075barrier
개인,Q1075-3,인정 제고 방안은?,p1075solution
개인,Q1075-4,정부 인정 정책 인식은?,p1075govpolicy
개인,Q1075-5,향후 정책 기대는?,p1075govhope
개인,Q1076-1,디지털 직무의 책임감 수준은?,p1076responsibility
개인,Q1076-2,책임감 형성 요인은?,p1076factor
개인,Q1076-3,책임감 약화 원인은?,p1076barrier
개인,Q1076-4,정부 책임 정책 인식은?,p1076govpolicy
개인,Q1076-5,향후 정책 기대는?,p1076govhope
개인,Q1077-1,디지털 직무의 전문성 수준은?,p1077expertise
개인,Q1077-2,전문성 개발 방법은?,p1077develop
개인,Q1077-3,전문성 저해 요인은?,p1077barrier
개인,Q1077-4,정부 전문성 정책 인식은?,p1077govpolicy
개인,Q1077-5,향후 정책 기대는?,p1077govhope
