구분,문항 번호,질문 내용,변수명
개인,Q1170-1,디지털 직무의 자원 활용 만족도는?,p1170resources
개인,Q1170-2,자원 부족 요인은?,p1170barrier
개인,Q1170-3,자원 활용 개선 방안은?,p1170solution
개인,Q1170-4,정부 자원 제공 정책 인식은?,p1170govpolicy
개인,Q1170-5,향후 정책 기대는?,p1170govhope
개인,Q1171-1,디지털 직무의 업무량 적절성 인식은?,p1171workload
개인,Q1171-2,업무 과중 요인은?,p1171barrier
개인,Q1171-3,업무량 조절 방안은?,p1171solution
개인,Q1171-4,정부 업무 조정 정책 인식은?,p1171govpolicy
개인,Q1171-5,향후 정책 기대는?,p1171govhope
개인,Q1172-1,디지털 직무의 동기부여 수준은?,p1172motivation
개인,Q1172-2,동기 저해 요인은?,p1172barrier
개인,Q1172-3,동기부여 향상 방안은?,p1172solution
개인,Q1172-4,정부 동기부여 정책 인식은?,p1172govpolicy
개인,Q1172-5,향후 정책 기대는?,p1172govhope
개인,Q1173-1,디지털 직무의 조직문화 만족도는?,p1173culture
개인,Q1173-2,조직문화 불만족 요인은?,p1173barrier
개인,Q1173-3,조직문화 개선 방안은?,p1173solution
개인,Q1173-4,정부 조직문화 정책 인식은?,p1173govpolicy
개인,Q1173-5,향후 정책 기대는?,p1173govhope
