구분,문항 번호,질문 내용,변수명
개인,Q682-1,디지털 직무와 자원봉사 활동 경험 여부는?,p682volunteer
개인,Q682-2,자원봉사 활동 내용은?,p682content
개인,Q682-3,자원봉사 참여 장벽은?,p682barrier
개인,Q682-4,정부 자원봉사 정책 인식은?,p682govpolicy
개인,Q682-5,향후 정책 기대는?,p682govhope
개인,Q683-1,디지털 직무로 인한 정체성 혼란 경험은?,p683confusion
개인,Q683-2,혼란 원인은?,p683cause
개인,Q683-3,혼란 해소 노력은?,p683effort
개인,Q683-4,정부 정체성 정책 인식은?,p683govpolicy
개인,Q683-5,향후 정책 기대는?,p683govhope
개인,Q684-1,디지털 직무로 인한 정보격차 경험 여부는?,p684gap
개인,Q684-2,정보격차 유형은?,p684type
개인,Q684-3,해소 노력은?,p684effort
개인,Q684-4,정부 정보격차 정책 인식은?,p684govpolicy
개인,Q684-5,향후 정책 기대는?,p684govhope
개인,Q685-1,디지털 직무와 관련된 법제도 인식은?,p685law
개인,Q685-2,불합리한 법제도 경험은?,p685issue
개인,Q685-3,법제도 개선 요구는?,p685demand
개인,Q685-4,정부 법제도 개선 정책 인식은?,p685govpolicy
개인,Q685-5,향후 정책 기대는?,p685govhope
