구분,문항 번호,질문 내용,변수명
개인,Q624-1,디지털 사회에서의 자율성 수준은?,p624autonomy
개인,Q624-2,자율성 침해 경험은?,p624infringement
개인,Q624-3,자율성 향상 노력은?,p624effort
개인,Q624-4,정부 자율성 보장 정책 인식은?,p624govpolicy
개인,Q624-5,향후 정책 기대는?,p624govhope
개인,Q625-1,디지털 사회에서의 권리 보호 인식은?,p625rights
개인,Q625-2,권리 침해 경험은?,p625violation
개인,Q625-3,권리 보호 노력은?,p625effort
개인,Q625-4,정부 권리 보호 정책 인식은?,p625govpolicy
개인,Q625-5,향후 정책 기대는?,p625govhope
개인,Q626-1,디지털 기술이 가족 관계에 미친 영향은?,p626family
개인,Q626-2,가족 소통 방식 변화는?,p626communication
개인,Q626-3,변화의 장점은?,p626positive
개인,Q626-4,변화의 단점은?,p626negative
개인,Q626-5,정부 가족 지원 정책 인식은?,p626govpolicy
개인,Q627-1,디지털 사회에서의 공동체 의식 인식은?,p627community
개인,Q627-2,공동체 활동 참여 경험은?,p627participation
개인,Q627-3,공동체 활동 장벽은?,p627barrier
개인,Q627-4,정부 공동체 강화 정책 인식은?,p627govpolicy
개인,Q627-5,향후 정책 기대는?,p627govhope
개인,Q628-1,디지털 사회에서의 문화 접근성은?,p628access
개인,Q628-2,문화 콘텐츠 이용 경험은?,p628experience
개인,Q628-3,접근성의 장벽은?,p628barrier
개인,Q628-4,정부 문화 접근성 정책 인식은?,p628govpolicy
개인,Q628-5,향후 정책 기대는?,p628govhope
