구분,문항 번호,질문 내용,변수명
개인,Q910-1,디지털 직무의 직업 가치관 우선순위는?,p910values
개인,Q910-2,가장 중요한 직업 가치는?,p910top
개인,Q910-3,직업 가치 형성 요인은?,p910factor
개인,Q910-4,정부 직업 가치 정책 인식은?,p910govpolicy
개인,Q910-5,향후 정책 기대는?,p910govhope
개인,Q911-1,디지털 직무의 사회 공헌 인식 수준은?,p911contribution
개인,Q911-2,공헌의 예시는?,p911example
개인,Q911-3,공헌 의식 저해 요인은?,p911barrier
개인,Q911-4,정부 사회 공헌 장려 정책 인식은?,p911govpolicy
개인,Q911-5,향후 정책 기대는?,p911govhope
개인,Q912-1,디지털 직무의 고용 지속 기대는?,p912continuity
개인,Q912-2,지속 가능성 판단 근거는?,p912reason
개인,Q912-3,고용 지속 저해 요인은?,p912barrier
개인,Q912-4,정부 고용 안정 정책 인식은?,p912govpolicy
개인,Q912-5,향후 정책 기대는?,p912govhope
개인,Q913-1,디지털 직무의 퇴직 계획 시점은?,p913retire
개인,Q913-2,퇴직 고려 이유는?,p913reason
개인,Q913-3,퇴직 후 계획은?,p913after
개인,Q913-4,정부 퇴직 지원 정책 인식은?,p913govpolicy
개인,Q913-5,향후 정책 기대는?,p913govhope
