구분,문항 번호,질문 내용,변수명
개인,Q922-1,디지털 직무의 개인 성장 체감도는?,p922growth
개인,Q922-2,성장을 촉진한 요인은?,p922factor
개인,Q922-3,성장을 저해한 요인은?,p922barrier
개인,Q922-4,정부 성장 지원 정책 인식은?,p922govpolicy
개인,Q922-5,향후 정책 기대는?,p922govhope
개인,Q923-1,디지털 직무의 리더십 발휘 경험은?,p923leadership
개인,Q923-2,리더십 발휘 배경은?,p923context
개인,Q923-3,리더십 발휘 시 어려움은?,p923barrier
개인,Q923-4,정부 리더십 정책 인식은?,p923govpolicy
개인,Q923-5,향후 정책 기대는?,p923govhope
개인,Q924-1,디지털 직무의 협업 역량 체감도는?,p924collab
개인,Q924-2,협업 성공 사례는?,p924success
개인,Q924-3,협업 시 문제점은?,p924barrier
개인,Q924-4,정부 협업 정책 인식은?,p924govpolicy
개인,Q924-5,향후 정책 기대는?,p924govhope
개인,Q925-1,디지털 직무의 문제 해결 역량 체감도는?,p925problem
개인,Q925-2,문제 해결 사례는?,p925example
개인,Q925-3,해결 어려움은?,p925barrier
개인,Q925-4,정부 문제 해결 정책 인식은?,p925govpolicy
개인,Q925-5,향후 정책 기대는?,p925govhope
