구분,문항 번호,질문 내용,변수명
개인,Q364-1,디지털 기술에 대한 전반적 태도는?,p364attitude
개인,Q364-2,긍정적 태도의 이유는?,p364positive
개인,Q364-3,부정적 태도의 이유는?,p364negative
개인,Q364-4,기술 변화에 대한 수용도는?,p364accept
개인,Q364-5,향후 기술 태도 변화 가능성은?,p364future
개인,Q365-1,디지털 정보 과잉 인식은?,p365overload
개인,Q365-2,과잉 정보로 인한 피로도는?,p365fatigue
개인,Q365-3,정보 선별 방법은?,p365filter
개인,Q365-4,정보 피로 해소 전략은?,p365relief
개인,Q365-5,정부 정보 정책 만족도는?,p365govsat
개인,Q366-1,디지털 사회 참여 경험은?,p366participate
개인,Q366-2,참여 동기는?,p366reason
개인,Q366-3,참여 장애 요인은?,p366barrier
개인,Q366-4,참여 만족도는?,p366satisfaction
개인,Q366-5,향후 참여 의향은?,p366will
개인,Q367-1,디지털 사회 변화 체감도는?,p367sense
개인,Q367-2,긍정 변화는?,p367positive
개인,Q367-3,부정 변화는?,p367negative
개인,Q367-4,개인적 대응 방법은?,p367coping
개인,Q367-5,정부 지원 기대는?,p367govhope
개인,Q368-1,디지털 정보 접근 경로는?,p368channel
개인,Q368-2,선호 정보 유형은?,p368prefer
개인,Q368-3,정보 획득의 어려움은?,p368difficulty
개인,Q368-4,정보 이용 빈도는?,p368freq
개인,Q368-5,정보 개선 기대는?,p368hope
