구분,문항 번호,질문 내용,변수명
개인,Q1126-1,디지털 직무의 기술 활용 숙련도는?,p1126skill
개인,Q1126-2,숙련도 향상 장애 요인은?,p1126barrier
개인,Q1126-3,숙련도 향상 방안은?,p1126solution
개인,Q1126-4,정부 숙련도 정책 인식은?,p1126govpolicy
개인,Q1126-5,향후 정책 기대는?,p1126govhope
개인,Q1127-1,디지털 직무의 업무 효율성 체감 수준은?,p1127efficiency
개인,Q1127-2,효율성 저해 요인은?,p1127barrier
개인,Q1127-3,효율성 제고 방안은?,p1127solution
개인,Q1127-4,정부 효율성 정책 인식은?,p1127govpolicy
개인,Q1127-5,향후 정책 기대는?,p1127govhope
개인,Q1128-1,디지털 직무의 미래 전망에 대한 인식은?,p1128outlook
개인,Q1128-2,미래 전망에 대한 우려는?,p1128concern
개인,Q1128-3,전망 개선 방안은?,p1128solution
개인,Q1128-4,정부 미래 전망 정책 인식은?,p1128govpolicy
개인,Q1128-5,향후 정책 기대는?,p1128govhope
개인,Q1129-1,디지털 직무의 조직 내 협업 만족도는?,p1129collab
개인,Q1129-2,협업 장애 요인은?,p1129barrier
개인,Q1129-3,협업 개선 방안은?,p1129solution
개인,Q1129-4,정부 협업 정책 인식은?,p1129govpolicy
개인,Q1129-5,향후 정책 기대는?,p1129govhope
