구분,문항 번호,질문 내용,변수명
개인,Q129-1,사회적 약자 보호 인식은?,p129minoraware
개인,Q129-2,보호 정책 인식은?,p129minorpolicy
개인,Q129-3,정책 만족도는?,p129minorsat
개인,Q129-4,정책 개선 요구는?,p129minorimprove
개인,Q129-5,향후 참여 의향은?,p129minorjoin
개인,Q130-1,여성 정책 인식은?,p130womanaware
개인,Q130-2,정책 이용 경험은?,p130womanexp
개인,Q130-3,정책 만족도는?,p130womansat
개인,Q130-4,불편 사항은?,p130womandiff
개인,Q130-5,개선 요구 사항은?,p130womanimprove
개인,Q131-1,장애인 정책 인식은?,p131disaware
개인,Q131-2,이용 경험은?,p131disexp
개인,Q131-3,정책 만족도는?,p131dissat
개인,Q131-4,이용 시 불편 사항은?,p131disdiff
개인,Q131-5,개선 요구 사항은?,p131disimprove
개인,Q132-1,다문화 정책 인식은?,p132multiaware
개인,Q132-2,이용 경험은?,p132multiexp
개인,Q132-3,정책 만족도는?,p132multisat
개인,Q132-4,불편 사항은?,p132multidiff
개인,Q132-5,개선 요구 사항은?,p132multiimprove
개인,Q133-1,사회통합 인식 수준은?,p133unityaware
개인,Q133-2,갈등 해소 경험은?,p133conflictexp
개인,Q133-3,해소 방식은?,p133conflictmethod
개인,Q133-4,정책 인식은?,p133unitypolicy
개인,Q133-5,정책 만족도는?,p133unitysat
