구분,문항 번호,질문 내용,변수명
개인,Q499-1,디지털 사회에서의 신뢰 형성 요소는?,p499factor
개인,Q499-2,신뢰 형성에 가장 중요한 요인은?,p499key
개인,Q499-3,신뢰 저하 요인 경험은?,p499decline
개인,Q499-4,정부 신뢰 관련 정책 인식은?,p499govpolicy
개인,Q499-5,향후 신뢰 회복 기대는?,p499govhope
개인,Q500-1,디지털 기술 관련 문제 해결 경험은?,p500solution
개인,Q500-2,문제 해결에 사용한 수단은?,p500method
개인,Q500-3,해결에 있어 어려움은?,p500difficulty
개인,Q500-4,정부 문제 해결 지원 인식은?,p500govpolicy
개인,Q500-5,향후 지원 정책 기대는?,p500govhope
개인,Q501-1,디지털 기술을 통한 사회 참여 경험은?,p501participation
개인,Q501-2,참여 형태는?,p501form
개인,Q501-3,참여의 장점은?,p501benefit
개인,Q501-4,정부 사회 참여 지원 정책 인식은?,p501govpolicy
개인,Q501-5,향후 참여 정책 기대는?,p501govhope
개인,Q502-1,디지털 교육 접근성 체감도는?,p502access
개인,Q502-2,접근성 향상 요인은?,p502improve
개인,Q502-3,접근 제한 경험은?,p502barrier
개인,Q502-4,정부 교육 접근성 정책 인식은?,p502govpolicy
개인,Q502-5,향후 교육 접근 정책 기대는?,p502govhope
개인,Q503-1,디지털 시민으로서의 정체성 인식은?,p503identity
개인,Q503-2,정체성 형성 요소는?,p503factor
개인,Q503-3,정체성 형성의 어려움은?,p503difficulty
개인,Q503-4,정부 시민 정체성 정책 인식은?,p503govpolicy
개인,Q503-5,향후 시민 정체성 정책 기대는?,p503govhope
