구분,문항 번호,질문 내용,변수명
개인,Q424-1,디지털 기술 관련 법제도 인식은?,p424law
개인,Q424-2,법제도 이해도는?,p424understand
개인,Q424-3,법제도 개선 필요성 인식은?,p424need
개인,Q424-4,정부 법제도 개선 노력 체감도는?,p424govfeel
개인,Q424-5,향후 법제도 개선 기대는?,p424govhope
개인,Q425-1,디지털 사회에서의 권리 보호 경험은?,p425right
개인,Q425-2,권리 침해 신고 경험은?,p425report
개인,Q425-3,신고 절차의 만족도는?,p425satisfaction
개인,Q425-4,신고 절차의 개선 필요성은?,p425improve
개인,Q425-5,정부 권리 보호 제도 인식은?,p425govpolicy
개인,Q426-1,디지털 리터러시 수준 자가 인식은?,p426literacy
개인,Q426-2,리터러시 향상 노력은?,p426effort
개인,Q426-3,향상에 필요한 지원은?,p426need
개인,Q426-4,정부 리터러시 지원 정책 체감도는?,p426govfeel
개인,Q426-5,향후 지원 정책 기대는?,p426govhope
개인,Q427-1,디지털 소외계층 인식 여부는?,p427awareness
개인,Q427-2,소외계층 지원 필요성 인식은?,p427support
개인,Q427-3,직접적인 소외계층과의 접촉 경험은?,p427contact
개인,Q427-4,정부 소외계층 지원 정책 인식은?,p427govpolicy
개인,Q427-5,향후 지원 정책 강화 기대는?,p427govhope
개인,Q428-1,디지털 전환에 따른 직업 변화 체감도는?,p428jobchange
개인,Q428-2,직업 변화 준비도는?,p428readiness
개인,Q428-3,직업 변화 대응 노력은?,p428effort
개인,Q428-4,정부 직업전환 지원 정책 체감도는?,p428govfeel
개인,Q428-5,향후 정책 기대는?,p428govhope
