구분,문항 번호,질문 내용,변수명
개인,Q414-1,디지털 사회에서의 권리 인식은?,p414right
개인,Q414-2,권리 침해 경험 여부는?,p414violation
개인,Q414-3,권리 보호를 위한 노력은?,p414effort
개인,Q414-4,정부 권리 보호 정책 인식은?,p414govpolicy
개인,Q414-5,향후 권리 보호 기대는?,p414govhope
개인,Q415-1,디지털 기술 활용의 자율성 인식은?,p415autonomy
개인,Q415-2,자율성 제한 경험은?,p415restriction
개인,Q415-3,자율성 확보를 위한 노력은?,p415effort
개인,Q415-4,정부 자율성 보장 정책 인식은?,p415govpolicy
개인,Q415-5,향후 자율성 기대는?,p415govhope
개인,Q416-1,디지털 환경 내 안전 인식은?,p416safety
개인,Q416-2,안전 위협 경험은?,p416threat
개인,Q416-3,안전 확보 노력은?,p416effort
개인,Q416-4,정부 안전 정책 체감도는?,p416govfeel
개인,Q416-5,향후 안전 정책 기대는?,p416govhope
개인,Q417-1,디지털 정보의 신뢰도 인식은?,p417trust
개인,Q417-2,불신 정보 경험은?,p417untrust
개인,Q417-3,정보 신뢰 확보 노력은?,p417effort
개인,Q417-4,정부 정보 신뢰 정책 인식은?,p417govpolicy
개인,Q417-5,향후 정보 신뢰 기대는?,p417govhope
개인,Q418-1,디지털 기술 관련 교육 경험은?,p418eduexp
개인,Q418-2,교육 내용 만족도는?,p418edusat
개인,Q418-3,교육 필요성 인식은?,p418need
개인,Q418-4,정부 교육 확대 정책 체감도는?,p418govfeel
개인,Q418-5,향후 교육 정책 기대는?,p418govhope
