구분,문항 번호,질문 내용,변수명
개인,Q439-1,디지털 시민의식 인식 수준은?,p439civic
개인,Q439-2,시민의식 실천 경험은?,p439practice
개인,Q439-3,실천을 방해하는 요인은?,p439barrier
개인,Q439-4,정부 시민의식 교육 정책 인식은?,p439govpolicy
개인,Q439-5,향후 시민의식 정책 기대는?,p439govhope
개인,Q440-1,디지털 인프라 접근성 인식은?,p440infra
개인,Q440-2,접근의 어려움은?,p440difficulty
개인,Q440-3,접근성 개선 필요성 인식은?,p440need
개인,Q440-4,정부 인프라 개선 정책 인식은?,p440govpolicy
개인,Q440-5,향후 인프라 개선 기대는?,p440govhope
개인,Q441-1,디지털 소외지역 인식 여부는?,p441awareness
개인,Q441-2,소외지역 거주 경험은?,p441reside
개인,Q441-3,정부 소외 해소 정책 체감도는?,p441govfeel
개인,Q441-4,소외지역 지원 필요성 인식은?,p441need
개인,Q441-5,향후 정책 기대는?,p441govhope
개인,Q442-1,디지털 개인정보 유출 경험은?,p442leak
개인,Q442-2,유출 경로 추정은?,p442source
개인,Q442-3,유출 이후 대응은?,p442action
개인,Q442-4,정부 대응 정책 체감도는?,p442govfeel
개인,Q442-5,향후 보안 정책 기대는?,p442govhope
개인,Q443-1,디지털 기술 발전의 불안 요인은?,p443anxiety
개인,Q443-2,불안 해소 노력은?,p443effort
개인,Q443-3,정부 대응 정책 인식은?,p443govpolicy
개인,Q443-4,정부 대응 정책 체감도는?,p443govfeel
개인,Q443-5,향후 정책 개선 기대는?,p443govhope
