구분,문항 번호,질문 내용,변수명
개인,Q659-1,디지털 직무의 자기 효능감 수준은?,p659efficacy
개인,Q659-2,효능감 형성 요인은?,p659factor
개인,Q659-3,효능감 저해 요인은?,p659barrier
개인,Q659-4,정부 자기 효능감 제고 정책 인식은?,p659govpolicy
개인,Q659-5,향후 정책 기대는?,p659govhope
개인,Q660-1,디지털 직무의 대인 관계 변화 인식은?,p660relations
개인,Q660-2,관계 개선 요인은?,p660factor
개인,Q660-3,관계 악화 요인은?,p660barrier
개인,Q660-4,정부 대인 관계 지원 정책 인식은?,p660govpolicy
개인,Q660-5,향후 정책 기대는?,p660govhope
개인,Q661-1,디지털 직무와 사회참여 경험 여부는?,p661participation
개인,Q661-2,참여 방식은?,p661method
개인,Q661-3,참여 장애 요인은?,p661barrier
개인,Q661-4,정부 사회참여 지원 정책 인식은?,p661govpolicy
개인,Q661-5,향후 정책 기대는?,p661govhope
개인,Q662-1,디지털 직무의 사회통합 기여도 인식은?,p662integration
개인,Q662-2,기여 요인은?,p662factor
개인,Q662-3,통합 저해 요인은?,p662barrier
개인,Q662-4,정부 사회통합 정책 인식은?,p662govpolicy
개인,Q662-5,향후 정책 기대는?,p662govhope
개인,Q663-1,디지털 직무의 삶의 의미 부여 정도는?,p663meaning
개인,Q663-2,의미 부여 요인은?,p663factor
개인,Q663-3,의미 부여 장애 요인은?,p663barrier
개인,Q663-4,정부 의미 부여 정책 인식은?,p663govpolicy
개인,Q663-5,향후 정책 기대는?,p663govhope
