구분,문항 번호,질문 내용,변수명
개인,Q1234-1,디지털 직무의 블록체인 기술 활용 경험은?,p1234blockchain
개인,Q1234-2,활용 목적은?,p1234purpose
개인,Q1234-3,활용의 어려움은?,p1234barrier
개인,Q1234-4,정부 정책 인식은?,p1234govpolicy
개인,Q1234-5,향후 정책 기대는?,p1234govhope
개인,Q1235-1,디지털 직무의 디지털 트윈 기술 활용 경험은?,p1235dtwin
개인,Q1235-2,활용 목적은?,p1235purpose
개인,Q1235-3,활용의 어려움은?,p1235barrier
개인,Q1235-4,정부 정책 인식은?,p1235govpolicy
개인,Q1235-5,향후 정책 기대는?,p1235govhope
개인,Q1236-1,디지털 직무의 로봇기술 활용 경험은?,p1236robot
개인,Q1236-2,활용 목적은?,p1236purpose
개인,Q1236-3,활용의 어려움은?,p1236barrier
개인,Q1236-4,정부 정책 인식은?,p1236govpolicy
개인,Q1236-5,향후 정책 기대는?,p1236govhope
개인,Q1237-1,디지털 직무의 사물인터넷(IoT) 기술 활용 경험은?,p1237iot
개인,Q1237-2,활용 목적은?,p1237purpose
개인,Q1237-3,활용의 어려움은?,p1237barrier
개인,Q1237-4,정부 정책 인식은?,p1237govpolicy
개인,Q1237-5,향후 정책 기대는?,p1237govhope
