구분,문항 번호,질문 내용,변수명
개인,Q1366-1,디지털 직무의 AI 기반 만성질환 관리 시스템 사용 경험은?,p1366chronic
개인,Q1366-2,사용 목적은?,p1366purpose
개인,Q1366-3,사용 시 장애 요인은?,p1366barrier
개인,Q1366-4,정부 만성질환 관리 정책 인식은?,p1366govpolicy
개인,Q1366-5,향후 정책 기대는?,p1366govhope
개인,Q1367-1,디지털 직무의 AI 기반 응급 구조 예측 시스템 사용 경험은?,p1367emergency
개인,Q1367-2,사용 목적은?,p1367purpose
개인,Q1367-3,사용 시 장애 요인은?,p1367barrier
개인,Q1367-4,정부 응급 구조 정책 인식은?,p1367govpolicy
개인,Q1367-5,향후 정책 기대는?,p1367govhope
개인,Q1368-1,디지털 직무의 AI 기반 감염병 예측 시스템 사용 경험은?,p1368infection
개인,Q1368-2,사용 목적은?,p1368purpose
개인,Q1368-3,사용 시 장애 요인은?,p1368barrier
개인,Q1368-4,정부 감염병 예측 정책 인식은?,p1368govpolicy
개인,Q1368-5,향후 정책 기대는?,p1368govhope
개인,Q1369-1,디지털 직무의 AI 기반 백신 수요 예측 시스템 사용 경험은?,p1369vaccine
개인,Q1369-2,사용 목적은?,p1369purpose
개인,Q1369-3,사용 시 장애 요인은?,p1369barrier
개인,Q1369-4,정부 백신 수요 정책 인식은?,p1369govpolicy
개인,Q1369-5,향후 정책 기대는?,p1369govhope
