구분,문항 번호,질문 내용,변수명
개인,Q770-1,디지털 직무의 가상현실(VR) 활용 인식은?,p770vr
개인,Q770-2,VR 활용 경험은?,p770experience
개인,Q770-3,VR 활용 장애 요인은?,p770barrier
개인,Q770-4,정부 VR 정책 인식은?,p770govpolicy
개인,Q770-5,향후 정책 기대는?,p770govhope
개인,Q771-1,디지털 직무의 증강현실(AR) 활용 인식은?,p771ar
개인,Q771-2,AR 활용 경험은?,p771experience
개인,Q771-3,AR 활용 장애 요인은?,p771barrier
개인,Q771-4,정부 AR 정책 인식은?,p771govpolicy
개인,Q771-5,향후 정책 기대는?,p771govhope
개인,Q772-1,디지털 직무의 클라우드 기술 활용 인식은?,p772cloud
개인,Q772-2,클라우드 활용 경험은?,p772experience
개인,Q772-3,클라우드 활용 장애 요인은?,p772barrier
개인,Q772-4,정부 클라우드 정책 인식은?,p772govpolicy
개인,Q772-5,향후 정책 기대는?,p772govhope
개인,Q773-1,디지털 직무의 사이버 보안 인식은?,p773cyber
개인,Q773-2,사이버 보안 위협 경험은?,p773threat
개인,Q773-3,사이버 보안 대응 노력은?,p773effort
개인,Q773-4,정부 사이버 보안 정책 인식은?,p773govpolicy
개인,Q773-5,향후 정책 기대는?,p773govhope
