구분,문항 번호,질문 내용,변수명
개인,Q1226-1,디지털 직무의 디지털 헬스케어 활용 경험은?,p1226health
개인,Q1226-2,활용 목적은?,p1226purpose
개인,Q1226-3,활용의 어려움은?,p1226barrier
개인,Q1226-4,정부 정책 인식은?,p1226govpolicy
개인,Q1226-5,향후 정책 기대는?,p1226govhope
개인,Q1227-1,디지털 직무의 스마트시티 기술 활용 경험은?,p1227smartcity
개인,Q1227-2,활용 목적은?,p1227purpose
개인,Q1227-3,활용의 어려움은?,p1227barrier
개인,Q1227-4,정부 정책 인식은?,p1227govpolicy
개인,Q1227-5,향후 정책 기대는?,p1227govhope
개인,Q1228-1,디지털 직무의 스마트팜 기술 활용 경험은?,p1228smartfarm
개인,Q1228-2,활용 목적은?,p1228purpose
개인,Q1228-3,활용의 어려움은?,p1228barrier
개인,Q1228-4,정부 정책 인식은?,p1228govpolicy
개인,Q1228-5,향후 정책 기대는?,p1228govhope
개인,Q1229-1,디지털 직무의 디지털금융 서비스 활용 경험은?,p1229finance
개인,Q1229-2,활용 목적은?,p1229purpose
개인,Q1229-3,활용의 어려움은?,p1229barrier
개인,Q1229-4,정부 정책 인식은?,p1229govpolicy
개인,Q1229-5,향후 정책 기대는?,p1229govhope
