구분,문항 번호,질문 내용,변수명
개인,Q790-1,디지털 직무의 사회적 가치 인식은?,p790value
개인,Q790-2,사회적 기여 경험은?,p790contribution
개인,Q790-3,기여 확대 방안은?,p790expansion
개인,Q790-4,정부 사회적 가치 정책 인식은?,p790govpolicy
개인,Q790-5,향후 정책 기대는?,p790govhope
개인,Q791-1,디지털 직무의 공정성 인식은?,p791fairness
개인,Q791-2,공정성 침해 경험은?,p791violation
개인,Q791-3,공정성 확보 방안은?,p791solution
개인,Q791-4,정부 공정성 정책 인식은?,p791govpolicy
개인,Q791-5,향후 정책 기대는?,p791govhope
개인,Q792-1,디지털 직무의 업무 효율성 인식은?,p792efficiency
개인,Q792-2,효율성 향상 요인은?,p792factor
개인,Q792-3,효율성 저해 요인은?,p792barrier
개인,Q792-4,정부 업무 효율 정책 인식은?,p792govpolicy
개인,Q792-5,향후 정책 기대는?,p792govhope
개인,Q793-1,디지털 직무의 직업 전환 용이성 인식은?,p793mobility
개인,Q793-2,전환 경험은?,p793experience
개인,Q793-3,전환 장애 요인은?,p793barrier
개인,Q793-4,정부 전환 지원 정책 인식은?,p793govpolicy
개인,Q793-5,향후 정책 기대는?,p793govhope
