구분,문항 번호,질문 내용,변수명
개인,Q882-1,디지털 직무의 기술 도입 수용성은?,p882accept
개인,Q882-2,기술 도입에 긍정적인 이유는?,p882reason
개인,Q882-3,기술 도입의 장애 요인은?,p882barrier
개인,Q882-4,정부 기술 도입 지원 정책 인식은?,p882govpolicy
개인,Q882-5,향후 정책 기대는?,p882govhope
개인,Q883-1,디지털 직무의 직무 스트레스 수준은?,p883stress
개인,Q883-2,스트레스 원인은?,p883cause
개인,Q883-3,스트레스 해소 방법은?,p883relief
개인,Q883-4,정부 스트레스 관리 정책 인식은?,p883govpolicy
개인,Q883-5,향후 정책 기대는?,p883govhope
개인,Q884-1,디지털 직무의 윤리적 문제 인식은?,p884ethics
개인,Q884-2,윤리 문제 발생 상황은?,p884situation
개인,Q884-3,윤리 문제 대응 방식은?,p884response
개인,Q884-4,정부 윤리 정책 인식은?,p884govpolicy
개인,Q884-5,향후 정책 기대는?,p884govhope
개인,Q885-1,디지털 직무의 지속 가능성 인식은?,p885sustain
개인,Q885-2,지속 가능성 저해 요인은?,p885barrier
개인,Q885-3,지속 가능성 강화를 위한 방안은?,p885solution
개인,Q885-4,정부 지속 가능 정책 인식은?,p885govpolicy
개인,Q885-5,향후 정책 기대는?,p885govhope
