구분,문항 번호,질문 내용,변수명
개인,Q224-1,디지털 서비스 접근 용이성은?,p224access
개인,Q224-2,접근 장애 요인은?,p224barrier
개인,Q224-3,개선 방안 인식은?,p224solution
개인,Q224-4,정부 정책 체감도는?,p224govfeel
개인,Q224-5,향후 이용 의향은?,p224will
개인,Q225-1,디지털 안전 인식 수준은?,p225safetyaware
개인,Q225-2,안전 문제 경험 여부는?,p225safetyexp
개인,Q225-3,대응 방식은?,p225safetyreact
개인,Q225-4,정부 대응 평가?,p225safetyeval
개인,Q225-5,개선 기대 사항은?,p225safetyhope
개인,Q226-1,디지털 시민교육 인식은?,p226edua
개인,Q226-2,교육 경험은?,p226edub
개인,Q226-3,교육 채널은?,p226educ
개인,Q226-4,교육 만족도는?,p226edud
개인,Q226-5,재교육 희망 여부는?,p226edue
개인,Q227-1,디지털 자립 역량 인식은?,p227indepaware
개인,Q227-2,역량 강점은?,p227indepstrength
개인,Q227-3,역량 약점은?,p227indepweak
개인,Q227-4,자립 지원 정책 인식은?,p227indepgov
개인,Q227-5,향후 자립 계획은?,p227indeppath
개인,Q228-1,디지털 소외 인식 수준은?,p228exclaware
개인,Q228-2,소외 원인은?,p228exclwhy
개인,Q228-3,지원 정책 체감도는?,p228exclgov
개인,Q228-4,정책 개선 희망은?,p228exclhope
개인,Q228-5,사회 통합 기대는?,p228exclfuture
