구분,문항 번호,질문 내용,변수명
개인,Q1146-1,디지털 직무의 하이브리드 근무 경험은?,p1146hybrid
개인,Q1146-2,하이브리드 근무 장점은?,p1146adv
개인,Q1146-3,하이브리드 근무 단점은?,p1146disadv
개인,Q1146-4,정부 하이브리드 근무 정책 인식은?,p1146govpolicy
개인,Q1146-5,향후 정책 기대는?,p1146govhope
개인,Q1147-1,디지털 직무의 감정노동 경험은?,p1147emo
개인,Q1147-2,감정노동 원인은?,p1147cause
개인,Q1147-3,감정노동 해소 방안은?,p1147solution
개인,Q1147-4,정부 감정노동 보호 정책 인식은?,p1147govpolicy
개인,Q1147-5,향후 정책 기대는?,p1147govhope
개인,Q1148-1,디지털 직무의 근무 환경 만족도는?,p1148env
개인,Q1148-2,근무 환경 불만족 요인은?,p1148barrier
개인,Q1148-3,근무 환경 개선 방안은?,p1148solution
개인,Q1148-4,정부 근무 환경 정책 인식은?,p1148govpolicy
개인,Q1148-5,향후 정책 기대는?,p1148govhope
개인,Q1149-1,디지털 직무의 업무 자동화 인식은?,p1149auto
개인,Q1149-2,업무 자동화 우려 요인은?,p1149concern
개인,Q1149-3,자동화 수용 방안은?,p1149solution
개인,Q1149-4,정부 자동화 정책 인식은?,p1149govpolicy
개인,Q1149-5,향후 정책 기대는?,p1149govhope
