구분,문항 번호,질문 내용,변수명
개인,Q958-1,디지털 직무의 직무 이동 경험은?,p958mobility
개인,Q958-2,이동 사유는?,p958reason
개인,Q958-3,이동 시 어려움은?,p958barrier
개인,Q958-4,정부 직무 이동 지원 정책 인식은?,p958govpolicy
개인,Q958-5,향후 정책 기대는?,p958govhope
개인,Q959-1,디지털 직무의 사회 참여 경험은?,p959participation
개인,Q959-2,참여 분야는?,p959area
개인,Q959-3,참여에 따른 긍정 효과는?,p959effect
개인,Q959-4,정부 사회 참여 촉진 정책 인식은?,p959govpolicy
개인,Q959-5,향후 정책 기대는?,p959govhope
개인,Q960-1,디지털 직무의 자기 계발 활동 경험은?,p960selfdev
개인,Q960-2,계발 활동 종류는?,p960type
개인,Q960-3,계발 효과에 대한 평가는?,p960effect
개인,Q960-4,정부 자기 계발 지원 정책 인식은?,p960govpolicy
개인,Q960-5,향후 정책 기대는?,p960govhope
개인,Q961-1,디지털 직무의 국제 교류 경험은?,p961global
개인,Q961-2,교류 형태는?,p961type
개인,Q961-3,교류 시 어려움은?,p961barrier
개인,Q961-4,정부 국제 교류 정책 인식은?,p961govpolicy
개인,Q961-5,향후 정책 기대는?,p961govhope
