구분,문항 번호,질문 내용,변수명
개인,Q1262-1,디지털 직무의 디지털 마케팅 도구 활용 경험은?,p1262marketing
개인,Q1262-2,활용 목적은?,p1262purpose
개인,Q1262-3,활용 시 장애 요인은?,p1262barrier
개인,Q1262-4,정부 디지털 마케팅 정책 인식은?,p1262govpolicy
개인,Q1262-5,향후 정책 기대는?,p1262govhope
개인,Q1263-1,디지털 직무의 데이터 시각화 도구 활용 경험은?,p1263datavis
개인,Q1263-2,활용 목적은?,p1263purpose
개인,Q1263-3,활용 시 장애 요인은?,p1263barrier
개인,Q1263-4,정부 데이터 시각화 정책 인식은?,p1263govpolicy
개인,Q1263-5,향후 정책 기대는?,p1263govhope
개인,Q1264-1,디지털 직무의 정보 공유 플랫폼 활용 경험은?,p1264sharing
개인,Q1264-2,활용 목적은?,p1264purpose
개인,Q1264-3,활용 시 장애 요인은?,p1264barrier
개인,Q1264-4,정부 정보 공유 정책 인식은?,p1264govpolicy
개인,Q1264-5,향후 정책 기대는?,p1264govhope
개인,Q1265-1,디지털 직무의 자동 보고서 생성 도구 활용 경험은?,p1265autodoc
개인,Q1265-2,활용 목적은?,p1265purpose
개인,Q1265-3,활용 시 장애 요인은?,p1265barrier
개인,Q1265-4,정부 자동 보고서 정책 인식은?,p1265govpolicy
개인,Q1265-5,향후 정책 기대는?,p1265govhope
