구분,문항 번호,질문 내용,변수명
개인,Q870-1,디지털 직무의 동기 부여 수준은?,p870motivation
개인,Q870-2,동기 부여의 주요 원천은?,p870source
개인,Q870-3,동기 저해 요인은?,p870barrier
개인,Q870-4,정부 동기 부여 정책 인식은?,p870govpolicy
개인,Q870-5,향후 정책 기대는?,p870govhope
개인,Q871-1,디지털 직무의 피드백 수용 태도는?,p871feedback
개인,Q871-2,피드백 제공자 유형은?,p871source
개인,Q871-3,피드백 효과성 인식은?,p871effect
개인,Q871-4,정부 피드백 문화 정책 인식은?,p871govpolicy
개인,Q871-5,향후 정책 기대는?,p871govhope
개인,Q872-1,디지털 직무의 갈등 해결 경험은?,p872resolve
개인,Q872-2,갈등 해결 방식은?,p872method
개인,Q872-3,해결의 어려움은?,p872barrier
개인,Q872-4,정부 갈등 조정 정책 인식은?,p872govpolicy
개인,Q872-5,향후 정책 기대는?,p872govhope
개인,Q873-1,디지털 직무의 기술 만족도는?,p873techsatis
개인,Q873-2,기술 만족 요인은?,p873factor
개인,Q873-3,기술 불만족 요인은?,p873barrier
개인,Q873-4,정부 기술 정책 인식은?,p873govpolicy
개인,Q873-5,향후 정책 기대는?,p873govhope
