구분,문항 번호,질문 내용,변수명
개인,Q1222-1,디지털 직무의 인공지능 이해도는?,p1222aiunderstand
개인,Q1222-2,AI 학습 참여 여부는?,p1222aiparticipation
개인,Q1222-3,AI 학습의 어려움은?,p1222aibarrier
개인,Q1222-4,정부 AI 교육 정책 인식은?,p1222aipolicy
개인,Q1222-5,향후 정책 기대는?,p1222aihope
개인,Q1223-1,디지털 직무의 빅데이터 분석 경험은?,p1223bigdata
개인,Q1223-2,빅데이터 분석 목적은?,p1223purpose
개인,Q1223-3,분석 시 어려움은?,p1223barrier
개인,Q1223-4,정부 빅데이터 정책 인식은?,p1223policy
개인,Q1223-5,향후 정책 기대는?,p1223hope
개인,Q1224-1,디지털 직무의 증강현실(AR) 기술 활용 경험은?,p1224ar
개인,Q1224-2,AR 활용 목적은?,p1224purpose
개인,Q1224-3,활용 장애 요인은?,p1224barrier
개인,Q1224-4,정부 AR 정책 인식은?,p1224policy
개인,Q1224-5,향후 정책 기대는?,p1224hope
개인,Q1225-1,디지털 직무의 혼합현실(MR) 기술 활용 경험은?,p1225mr
개인,Q1225-2,MR 활용 목적은?,p1225purpose
개인,Q1225-3,활용 장애 요인은?,p1225barrier
개인,Q1225-4,정부 MR 정책 인식은?,p1225policy
개인,Q1225-5,향후 정책 기대는?,p1225hope
