구분,문항 번호,질문 내용,변수명
개인,Q434-1,디지털 기술로 인한 일자리 변화 인식은?,p434jobchange
개인,Q434-2,긍정적 변화 사례는?,p434positive
개인,Q434-3,부정적 변화 사례는?,p434negative
개인,Q434-4,일자리 변화 대응 노력은?,p434effort
개인,Q434-5,정부 일자리 정책 인식은?,p434govpolicy
개인,Q435-1,디지털 환경에서의 사회참여 경험은?,p435participation
개인,Q435-2,참여 동기는?,p435motivation
개인,Q435-3,참여 장애 요인은?,p435barrier
개인,Q435-4,참여 촉진 방안은?,p435promote
개인,Q435-5,정부 참여 정책 인식은?,p435govpolicy
개인,Q436-1,디지털 플랫폼 이용 경험은?,p436use
개인,Q436-2,이용 편리성 인식은?,p436convenience
개인,Q436-3,이용 불편 사례는?,p436issue
개인,Q436-4,정부 플랫폼 개선 정책 인식은?,p436govpolicy
개인,Q436-5,향후 개선 기대는?,p436govhope
개인,Q437-1,디지털 격차 해소 노력 참여 경험은?,p437participate
개인,Q437-2,참여 활동 종류는?,p437type
개인,Q437-3,참여 효과 인식은?,p437effect
개인,Q437-4,정부 지원 여부 인식은?,p437govsupport
개인,Q437-5,향후 참여 의향은?,p437will
개인,Q438-1,디지털 공공서비스 이용 경험은?,p438use
개인,Q438-2,이용 만족도는?,p438satisfaction
개인,Q438-3,불편 사항은?,p438issue
개인,Q438-4,정부 서비스 개선 정책 인식은?,p438govpolicy
개인,Q438-5,향후 서비스 기대는?,p438govhope
