구분,문항 번호,질문 내용,변수명
개인,Q694-1,디지털 직무와 연계된 직업교육 경험은?,p694edu
개인,Q694-2,교육 내용은?,p694content
개인,Q694-3,교육의 어려움은?,p694barrier
개인,Q694-4,정부 직업교육 정책 인식은?,p694govpolicy
개인,Q694-5,향후 정책 기대는?,p694govhope
개인,Q695-1,디지털 직무와 관련된 일자리 만족도는?,p695satisfaction
개인,Q695-2,만족 요인은?,p695factor
개인,Q695-3,불만족 요인은?,p695barrier
개인,Q695-4,정부 일자리 정책 인식은?,p695govpolicy
개인,Q695-5,향후 정책 기대는?,p695govhope
개인,Q696-1,디지털 직무에 대한 사회적 인식 수준은?,p696perception
개인,Q696-2,긍정 인식 요인은?,p696positive
개인,Q696-3,부정 인식 요인은?,p696negative
개인,Q696-4,정부 인식 개선 정책 인식은?,p696govpolicy
개인,Q696-5,향후 정책 기대는?,p696govhope
개인,Q697-1,디지털 직무 관련 역량 평가 경험은?,p697eval
개인,Q697-2,평가 방식은?,p697method
개인,Q697-3,평가 개선 요구는?,p697demand
개인,Q697-4,정부 평가 정책 인식은?,p697govpolicy
개인,Q697-5,향후 정책 기대는?,p697govhope
