구분,문항 번호,질문 내용,변수명
개인,Q524-1,디지털 기술로 인한 세대 간 인식 차이 여부는?,p524generationgap
개인,Q524-2,세대 갈등 경험은?,p524conflict
개인,Q524-3,세대 이해 증진 노력은?,p524effort
개인,Q524-4,정부 세대 통합 정책 인식은?,p524govpolicy
개인,Q524-5,향후 통합 정책 기대는?,p524govhope
개인,Q525-1,디지털 미디어의 감정 표현 영향 체감도는?,p525emotion
개인,Q525-2,감정 표현 방식 변화 경험은?,p525change
개인,Q525-3,감정 왜곡 경험은?,p525distortion
개인,Q525-4,정부 감정 표현 교육 정책 인식은?,p525govpolicy
개인,Q525-5,향후 정책 기대는?,p525govhope
개인,Q526-1,디지털 기기 사용 피로감 여부는?,p526fatigue
개인,Q526-2,피로감 원인은?,p526cause
개인,Q526-3,피로 해소 노력은?,p526effort
개인,Q526-4,정부 디지털 웰빙 정책 인식은?,p526govpolicy
개인,Q526-5,향후 정책 기대는?,p526govhope
개인,Q527-1,디지털 기술이 지역사회 참여에 미친 영향은?,p527impact
개인,Q527-2,지역사회 참여 경험은?,p527participation
개인,Q527-3,참여 활동의 한계는?,p527barrier
개인,Q527-4,정부 지역사회 참여 정책 인식은?,p527govpolicy
개인,Q527-5,향후 정책 기대는?,p527govhope
개인,Q528-1,디지털 정보 신뢰도에 대한 기준은?,p528criteria
개인,Q528-2,기준 실천 여부는?,p528practice
개인,Q528-3,정보 불신 경험은?,p528distrust
개인,Q528-4,정부 정보 신뢰 정책 인식은?,p528govpolicy
개인,Q528-5,향후 정책 기대는?,p528govhope
