구분,문항 번호,질문 내용,변수명
개인,Q962-1,디지털 직무의 사회적 책임 인식은?,p962responsibility
개인,Q962-2,사회적 책임 실천 경험은?,p962practice
개인,Q962-3,실천 시 어려움은?,p962barrier
개인,Q962-4,정부 사회적 책임 강화 정책 인식은?,p962govpolicy
개인,Q962-5,향후 정책 기대는?,p962govhope
개인,Q963-1,디지털 직무의 환경 인식 수준은?,p963env
개인,Q963-2,환경 보호 실천 경험은?,p963practice
개인,Q963-3,실천 장벽은?,p963barrier
개인,Q963-4,정부 환경 정책 인식은?,p963govpolicy
개인,Q963-5,향후 정책 기대는?,p963govhope
개인,Q964-1,디지털 직무의 윤리 교육 수강 여부는?,p964ethicsedu
개인,Q964-2,윤리 교육 내용은?,p964content
개인,Q964-3,윤리 교육 효과 평가는?,p964effect
개인,Q964-4,정부 윤리 교육 정책 인식은?,p964govpolicy
개인,Q964-5,향후 정책 기대는?,p964govhope
개인,Q965-1,디지털 직무의 개인정보 보호 인식은?,p965privacy
개인,Q965-2,개인정보 유출 경험은?,p965leak
개인,Q965-3,유출 대응 방법은?,p965response
개인,Q965-4,정부 개인정보 보호 정책 인식은?,p965govpolicy
개인,Q965-5,향후 정책 기대는?,p965govhope
