구분,문항 번호,질문 내용,변수명
개인,Q1246-1,디지털 직무의 협업역량 자기평가는?,p1246collab
개인,Q1246-2,협업역량 향상을 위한 노력은?,p1246effort
개인,Q1246-3,역량 향상 장애 요인은?,p1246barrier
개인,Q1246-4,정부 협업역량 정책 인식은?,p1246govpolicy
개인,Q1246-5,향후 정책 기대는?,p1246govhope
개인,Q1247-1,디지털 직무의 리더십 역량 자기평가는?,p1247leader
개인,Q1247-2,리더십 역량 향상을 위한 노력은?,p1247effort
개인,Q1247-3,역량 향상 장애 요인은?,p1247barrier
개인,Q1247-4,정부 리더십 정책 인식은?,p1247govpolicy
개인,Q1247-5,향후 정책 기대는?,p1247govhope
개인,Q1248-1,디지털 직무의 자기관리역량 자기평가는?,p1248self
개인,Q1248-2,자기관리역량 향상을 위한 노력은?,p1248effort
개인,Q1248-3,역량 향상 장애 요인은?,p1248barrier
개인,Q1248-4,정부 자기관리 정책 인식은?,p1248govpolicy
개인,Q1248-5,향후 정책 기대는?,p1248govhope
개인,Q1249-1,디지털 직무의 도덕성 자기평가는?,p1249ethic
개인,Q1249-2,도덕성 향상을 위한 노력은?,p1249effort
개인,Q1249-3,역량 향상 장애 요인은?,p1249barrier
개인,Q1249-4,정부 도덕성 정책 인식은?,p1249govpolicy
개인,Q1249-5,향후 정책 기대는?,p1249govhope
