구분,문항 번호,질문 내용,변수명
개인,Q946-1,디지털 직무의 자동화에 대한 인식은?,p946automation
개인,Q946-2,자동화에 따른 변화 체감도는?,p946impact
개인,Q946-3,자동화 대응 전략은?,p946strategy
개인,Q946-4,정부 자동화 대응 정책 인식은?,p946govpolicy
개인,Q946-5,향후 정책 기대는?,p946govhope
개인,Q947-1,디지털 직무의 원격근무 경험 유무는?,p947remote
개인,Q947-2,원격근무의 장점은?,p947adv
개인,Q947-3,단점 또는 한계는?,p947disadv
개인,Q947-4,정부 원격근무 지원 정책 인식은?,p947govpolicy
개인,Q947-5,향후 정책 기대는?,p947govhope
개인,Q948-1,디지털 직무의 탄력근무 경험 유무는?,p948flex
개인,Q948-2,탄력근무 장점은?,p948adv
개인,Q948-3,탄력근무 단점은?,p948disadv
개인,Q948-4,정부 탄력근무 정책 인식은?,p948govpolicy
개인,Q948-5,향후 정책 기대는?,p948govhope
개인,Q949-1,디지털 직무의 협업 도구 사용 현황은?,p949tools
개인,Q949-2,주로 사용하는 협업 도구는?,p949main
개인,Q949-3,도구 사용상의 문제점은?,p949barrier
개인,Q949-4,정부 협업 인프라 지원 정책 인식은?,p949govpolicy
개인,Q949-5,향후 정책 기대는?,p949govhope
