구분,문항 번호,질문 내용,변수명
개인,Q1402-1,디지털 직무의 AI 기반 감염병 예보 시스템 사용 경험은?,p1402forecast
개인,Q1402-2,사용 목적은?,p1402purpose
개인,Q1402-3,사용 시 장애 요인은?,p1402barrier
개인,Q1402-4,정부 감염병 예보 정책 인식은?,p1402govpolicy
개인,Q1402-5,향후 정책 기대는?,p1402govhope
개인,Q1403-1,디지털 직무의 AI 기반 지역 건강 통계 플랫폼 사용 경험은?,p1403local
개인,Q1403-2,사용 목적은?,p1403purpose
개인,Q1403-3,사용 시 장애 요인은?,p1403barrier
개인,Q1403-4,정부 지역 통계 정책 인식은?,p1403govpolicy
개인,Q1403-5,향후 정책 기대는?,p1403govhope
개인,Q1404-1,디지털 직무의 AI 기반 의료 데이터 표준화 시스템 사용 경험은?,p1404standard
개인,Q1404-2,사용 목적은?,p1404purpose
개인,Q1404-3,사용 시 장애 요인은?,p1404barrier
개인,Q1404-4,정부 데이터 표준화 정책 인식은?,p1404govpolicy
개인,Q1404-5,향후 정책 기대는?,p1404govhope
개인,Q1405-1,디지털 직무의 AI 기반 병상 운영 효율화 시스템 사용 경험은?,p1405bedsys
개인,Q1405-2,사용 목적은?,p1405purpose
개인,Q1405-3,사용 시 장애 요인은?,p1405barrier
개인,Q1405-4,정부 병상 운영 정책 인식은?,p1405govpolicy
개인,Q1405-5,향후 정책 기대는?,p1405govhope
