구분,문항 번호,질문 내용,변수명
개인,Q514-1,디지털 기술로 인한 가정 내 역할 변화 인식은?,p514role
개인,Q514-2,역할 변화에 따른 갈등 경험은?,p514conflict
개인,Q514-3,역할 조정 노력은?,p514adjustment
개인,Q514-4,정부 가족정책 인식은?,p514govpolicy
개인,Q514-5,향후 가족 정책 기대는?,p514govhope
개인,Q515-1,디지털 기술의 종교 생활에 대한 영향은?,p515religion
개인,Q515-2,온라인 종교 활동 참여 경험은?,p515online
개인,Q515-3,온라인 활동 만족도는?,p515satisfaction
개인,Q515-4,정부 종교 활동 관련 정책 인식은?,p515govpolicy
개인,Q515-5,향후 정책 기대는?,p515govhope
개인,Q516-1,디지털 사회에서의 고립감 경험은?,p516isolation
개인,Q516-2,고립감을 느낀 주요 원인은?,p516cause
개인,Q516-3,고립감 극복을 위한 개인 노력은?,p516effort
개인,Q516-4,정부 사회 연결 정책 인식은?,p516govpolicy
개인,Q516-5,향후 정책 기대는?,p516govhope
개인,Q517-1,디지털 기술과 교육평등 인식은?,p517equity
개인,Q517-2,교육 기회 확대 경험은?,p517opportunity
개인,Q517-3,교육 불평등 사례 경험은?,p517inequality
개인,Q517-4,정부 교육 평등 정책 인식은?,p517govpolicy
개인,Q517-5,향후 정책 기대는?,p517govhope
개인,Q518-1,디지털 기술로 인한 건강 습관 변화 인식은?,p518habit
개인,Q518-2,건강 개선 노력 경험은?,p518effort
개인,Q518-3,건강 악화 경험은?,p518decline
개인,Q518-4,정부 건강 생활 지원 정책 인식은?,p518govpolicy
개인,Q518-5,향후 정책 기대는?,p518govhope
