구분,문항 번호,질문 내용,변수명
개인,Q762-1,디지털 직무의 정신 건강 인식은?,p762mental
개인,Q762-2,정신 건강 위협 요인은?,p762threat
개인,Q762-3,정신 건강 회복 노력은?,p762effort
개인,Q762-4,정부 정신 건강 정책 인식은?,p762govpolicy
개인,Q762-5,향후 정책 기대는?,p762govhope
개인,Q763-1,디지털 직무의 윤리적 이슈 인식은?,p763ethics
개인,Q763-2,윤리적 문제 경험은?,p763issue
개인,Q763-3,윤리적 문제 대응 방식은?,p763response
개인,Q763-4,정부 윤리 정책 인식은?,p763govpolicy
개인,Q763-5,향후 정책 기대는?,p763govhope
개인,Q764-1,디지털 직무의 법적 보호 인식은?,p764legal
개인,Q764-2,법적 분쟁 경험은?,p764dispute
개인,Q764-3,법적 지원 활용 경험은?,p764support
개인,Q764-4,정부 법적 보호 정책 인식은?,p764govpolicy
개인,Q764-5,향후 정책 기대는?,p764govhope
개인,Q765-1,디지털 직무의 프라이버시 인식은?,p765privacy
개인,Q765-2,프라이버시 침해 경험은?,p765violation
개인,Q765-3,프라이버시 보호 노력은?,p765effort
개인,Q765-4,정부 프라이버시 정책 인식은?,p765govpolicy
개인,Q765-5,향후 정책 기대는?,p765govhope
