구분,문항 번호,질문 내용,변수명
개인,Q339-1,디지털 서비스 접근성 체감도는?,p339accessfeel
개인,Q339-2,접근성 장애 요인은?,p339barrier
개인,Q339-3,지원 수단 인식은?,p339support
개인,Q339-4,정부 정책 체감도는?,p339govfeel
개인,Q339-5,향후 개선 기대는?,p339hope
개인,Q340-1,디지털 기술 신뢰 수준은?,p340trust
개인,Q340-2,신뢰 영향 요인은?,p340factor
개인,Q340-3,불신 이유는?,p340distrust
개인,Q340-4,신뢰 회복 방안은?,p340recover
개인,Q340-5,정부 역할 인식은?,p340govrole
개인,Q341-1,디지털 시민권 인식 여부는?,p341rightaware
개인,Q341-2,권리 보호 경험은?,p341protexp
개인,Q341-3,권리 침해 경험은?,p341violateexp
개인,Q341-4,대응 방법은?,p341response
개인,Q341-5,지원 기관 인식 여부는?,p341orgaware
개인,Q342-1,디지털 기기 활용 능력은?,p342deviceuse
개인,Q342-2,기기 활용 빈도는?,p342usefreq
개인,Q342-3,활용 어려움은?,p342difficulty
개인,Q342-4,도움 받은 방법은?,p342supportmethod
개인,Q342-5,향후 학습 의향은?,p342learnwill
개인,Q343-1,디지털 환경 변화 체감도는?,p343envfeel
개인,Q343-2,긍정 변화 인식은?,p343positive
개인,Q343-3,부정 변화 인식은?,p343negative
개인,Q343-4,대응 방식은?,p343coping
개인,Q343-5,정부 지원 체감은?,p343govsupport
