구분,문항 번호,질문 내용,변수명
개인,Q1322-1,디지털 직무의 AI 기반 원격 근무 시스템 사용 경험은?,p1322remote
개인,Q1322-2,사용 목적은?,p1322purpose
개인,Q1322-3,사용 시 장애 요인은?,p1322barrier
개인,Q1322-4,정부 원격 근무 정책 인식은?,p1322govpolicy
개인,Q1322-5,향후 정책 기대는?,p1322govhope
개인,Q1323-1,디지털 직무의 AI 기반 협업 도구 사용 경험은?,p1323collab
개인,Q1323-2,사용 목적은?,p1323purpose
개인,Q1323-3,사용 시 장애 요인은?,p1323barrier
개인,Q1323-4,정부 협업 도구 정책 인식은?,p1323govpolicy
개인,Q1323-5,향후 정책 기대는?,p1323govhope
개인,Q1324-1,디지털 직무의 AI 기반 문서 자동화 시스템 사용 경험은?,p1324doc
개인,Q1324-2,사용 목적은?,p1324purpose
개인,Q1324-3,사용 시 장애 요인은?,p1324barrier
개인,Q1324-4,정부 문서 자동화 정책 인식은?,p1324govpolicy
개인,Q1324-5,향후 정책 기대는?,p1324govhope
개인,Q1325-1,디지털 직무의 AI 기반 언어 번역 도구 사용 경험은?,p1325translate
개인,Q1325-2,사용 목적은?,p1325purpose
개인,Q1325-3,사용 시 장애 요인은?,p1325barrier
개인,Q1325-4,정부 언어 도구 정책 인식은?,p1325govpolicy
개인,Q1325-5,향후 정책 기대는?,p1325govhope
