구분,문항 번호,질문 내용,변수명
개인,Q1054-1,디지털 직무의 조직 문화 적합도는?,p1054fit
개인,Q1054-2,적합하지 않다고 느낀 이유는?,p1054reason
개인,Q1054-3,조직 문화 개선 요구는?,p1054improve
개인,Q1054-4,정부 조직문화 정책 인식은?,p1054govpolicy
개인,Q1054-5,향후 정책 기대는?,p1054govhope
개인,Q1055-1,디지털 직무의 업무 목표 명확성은?,p1055clarity
개인,Q1055-2,목표 설정 참여 경험은?,p1055participation
개인,Q1055-3,목표 관련 어려움은?,p1055difficulty
개인,Q1055-4,정부 목표 설정 정책 인식은?,p1055govpolicy
개인,Q1055-5,향후 정책 기대는?,p1055govhope
개인,Q1056-1,디지털 직무의 직무 변화 경험은?,p1056change
개인,Q1056-2,직무 변화 대응 전략은?,p1056strategy
개인,Q1056-3,변화에 따른 불안감은?,p1056anxiety
개인,Q1056-4,정부 직무 변화 정책 인식은?,p1056govpolicy
개인,Q1056-5,향후 정책 기대는?,p1056govhope
개인,Q1057-1,디지털 직무의 성취 경험은?,p1057achievement
개인,Q1057-2,성취감 요인은?,p1057factor
개인,Q1057-3,성취감 저해 요인은?,p1057barrier
개인,Q1057-4,정부 성취감 증진 정책 인식은?,p1057govpolicy
개인,Q1057-5,향후 정책 기대는?,p1057govhope
