구분,문항 번호,질문 내용,변수명
개인,Q734-1,디지털 직무의 보상 체계 만족도는?,p734compensation
개인,Q734-2,만족 요인은?,p734factor
개인,Q734-3,불만족 요인은?,p734barrier
개인,Q734-4,정부 보상 정책 인식은?,p734govpolicy
개인,Q734-5,향후 정책 기대는?,p734govhope
개인,Q735-1,디지털 직무의 리더십 경험은?,p735leadership
개인,Q735-2,리더십 발휘 방식은?,p735method
개인,Q735-3,리더십 발휘의 장애 요인은?,p735barrier
개인,Q735-4,정부 리더십 정책 인식은?,p735govpolicy
개인,Q735-5,향후 정책 기대는?,p735govhope
개인,Q736-1,디지털 직무의 경력 전환 가능성 인식은?,p736careerchange
개인,Q736-2,전환 요인은?,p736factor
개인,Q736-3,전환 장애 요인은?,p736barrier
개인,Q736-4,정부 경력 전환 정책 인식은?,p736govpolicy
개인,Q736-5,향후 정책 기대는?,p736govhope
개인,Q737-1,디지털 직무의 조직문화 인식은?,p737culture
개인,Q737-2,조직문화의 긍정 요인은?,p737positive
개인,Q737-3,조직문화의 부정 요인은?,p737negative
개인,Q737-4,정부 조직문화 정책 인식은?,p737govpolicy
개인,Q737-5,향후 정책 기대는?,p737govhope
