구분,문항 번호,질문 내용,변수명
개인,Q954-1,디지털 직무의 사내 교육 기회 만족도는?,p954edu
개인,Q954-2,교육 기회의 활용 수준은?,p954usage
개인,Q954-3,교육 기회 확대 필요성에 대한 인식은?,p954need
개인,Q954-4,정부 사내 교육 지원 정책 인식은?,p954govpolicy
개인,Q954-5,향후 정책 기대는?,p954govhope
개인,Q955-1,디지털 직무의 직무 기술 변화 인식은?,p955techchange
개인,Q955-2,기술 변화에 적응한 경험은?,p955experience
개인,Q955-3,적응 과정에서의 지원 필요성은?,p955support
개인,Q955-4,정부 기술 변화 대응 정책 인식은?,p955govpolicy
개인,Q955-5,향후 정책 기대는?,p955govhope
개인,Q956-1,디지털 직무의 노동 시간 만족도는?,p956workhour
개인,Q956-2,노동 시간 단축 필요성에 대한 인식은?,p956need
개인,Q956-3,노동 시간 조절의 어려움은?,p956barrier
개인,Q956-4,정부 노동 시간 정책 인식은?,p956govpolicy
개인,Q956-5,향후 정책 기대는?,p956govhope
개인,Q957-1,디지털 직무의 직장 내 멘토링 경험은?,p957mentor
개인,Q957-2,멘토링의 효과에 대한 평가는?,p957effect
개인,Q957-3,멘토링 제도의 한계는?,p957barrier
개인,Q957-4,정부 멘토링 지원 정책 인식은?,p957govpolicy
개인,Q957-5,향후 정책 기대는?,p957govhope
