구분,문항 번호,질문 내용,변수명
개인,Q794-1,디지털 직무의 직무 자율성 인식은?,p794autonomy
개인,Q794-2,자율성 보장 요인은?,p794factor
개인,Q794-3,자율성 저해 요인은?,p794barrier
개인,Q794-4,정부 자율성 정책 인식은?,p794govpolicy
개인,Q794-5,향후 정책 기대는?,p794govhope
개인,Q795-1,디지털 직무의 경력 개발 기회 인식은?,p795career
개인,Q795-2,경력 개발 경험은?,p795experience
개인,Q795-3,경력 개발 장애 요인은?,p795barrier
개인,Q795-4,정부 경력 개발 정책 인식은?,p795govpolicy
개인,Q795-5,향후 정책 기대는?,p795govhope
개인,Q796-1,디지털 직무의 사회적 관계 형성 정도는?,p796relationship
개인,Q796-2,관계 형성 방식은?,p796method
개인,Q796-3,관계 형성 장애 요인은?,p796barrier
개인,Q796-4,정부 사회관계 정책 인식은?,p796govpolicy
개인,Q796-5,향후 정책 기대는?,p796govhope
개인,Q797-1,디지털 직무의 공공 서비스 활용도는?,p797public
개인,Q797-2,공공 서비스 이용 경험은?,p797experience
개인,Q797-3,공공 서비스 접근 장애는?,p797barrier
개인,Q797-4,정부 공공 서비스 정책 인식은?,p797govpolicy
개인,Q797-5,향후 정책 기대는?,p797govhope
