구분,문항 번호,질문 내용,변수명
개인,Q1154-1,디지털 직무의 업무 스트레스 수준은?,p1154stress
개인,Q1154-2,스트레스 원인은?,p1154cause
개인,Q1154-3,스트레스 해소 방안은?,p1154solution
개인,Q1154-4,정부 스트레스 관리 정책 인식은?,p1154govpolicy
개인,Q1154-5,향후 정책 기대는?,p1154govhope
개인,Q1155-1,디지털 직무의 워라밸(일과 삶의 균형) 만족도는?,p1155balance
개인,Q1155-2,워라밸 저해 요인은?,p1155barrier
개인,Q1155-3,워라밸 향상 방안은?,p1155solution
개인,Q1155-4,정부 워라밸 정책 인식은?,p1155govpolicy
개인,Q1155-5,향후 정책 기대는?,p1155govhope
개인,Q1156-1,디지털 직무의 연수/교육 참여 경험은?,p1156edu
개인,Q1156-2,교육 참여 동기는?,p1156motive
개인,Q1156-3,교육 참여 장애 요인은?,p1156barrier
개인,Q1156-4,정부 교육 지원 정책 인식은?,p1156govpolicy
개인,Q1156-5,향후 정책 기대는?,p1156govhope
개인,Q1157-1,디지털 직무의 승진 기회 만족도는?,p1157promotion
개인,Q1157-2,승진 기회 불만족 요인은?,p1157barrier
개인,Q1157-3,승진 기회 개선 방안은?,p1157solution
개인,Q1157-4,정부 인사 정책 인식은?,p1157govpolicy
개인,Q1157-5,향후 정책 기대는?,p1157govhope
