구분,문항 번호,질문 내용,변수명
개인,Q554-1,디지털 기술에 대한 평등한 접근성 인식은?,p554access
개인,Q554-2,접근성 격차를 경험한 적 있는가?,p554gap
개인,Q554-3,접근성 향상을 위한 개인 노력은?,p554effort
개인,Q554-4,정부 접근성 향상 정책 인식은?,p554govpolicy
개인,Q554-5,향후 정책 기대는?,p554govhope
개인,Q555-1,디지털 정보 이용 시 차별 경험 여부는?,p555discrimination
개인,Q555-2,차별의 원인은 무엇이라 생각하는가?,p555cause
개인,Q555-3,차별 극복을 위한 노력은?,p555effort
개인,Q555-4,정부 차별 해소 정책 인식은?,p555govpolicy
개인,Q555-5,향후 정책 기대는?,p555govhope
개인,Q556-1,디지털 교육 서비스 만족도는?,p556satisfaction
개인,Q556-2,서비스 접근성은?,p556access
개인,Q556-3,이용 시 문제 경험은?,p556problem
개인,Q556-4,정부 교육 서비스 정책 인식은?,p556govpolicy
개인,Q556-5,향후 정책 기대는?,p556govhope
개인,Q557-1,디지털 복지 서비스 인식 여부는?,p557welfare
개인,Q557-2,복지 서비스 이용 경험은?,p557use
개인,Q557-3,이용 시 어려움은?,p557difficulty
개인,Q557-4,정부 복지 서비스 정책 인식은?,p557govpolicy
개인,Q557-5,향후 정책 기대는?,p557govhope
개인,Q558-1,디지털 기술의 사회통합 기여 인식은?,p558integration
개인,Q558-2,사회통합을 위한 기술 활용 경험은?,p558experience
개인,Q558-3,사회통합의 장애 요인은?,p558barrier
개인,Q558-4,정부 사회통합 정책 인식은?,p558govpolicy
개인,Q558-5,향후 정책 기대는?,p558govhope
