구분,문항 번호,질문 내용,변수명
개인,Q802-1,디지털 직무의 직무 특수성 인식은?,p802unique
개인,Q802-2,특수 직무 경험은?,p802experience
개인,Q802-3,특수 직무 장애 요인은?,p802barrier
개인,Q802-4,정부 직무 특수성 정책 인식은?,p802govpolicy
개인,Q802-5,향후 정책 기대는?,p802govhope
개인,Q803-1,디지털 직무의 직업 가치관 변화 인식은?,p803value
개인,Q803-2,가치관 변화 경험은?,p803experience
개인,Q803-3,변화의 원인은?,p803reason
개인,Q803-4,정부 가치관 정책 인식은?,p803govpolicy
개인,Q803-5,향후 정책 기대는?,p803govhope
개인,Q804-1,디지털 직무의 정책 수용성 인식은?,p804accept
개인,Q804-2,정책 수용 경험은?,p804experience
개인,Q804-3,정책 수용 장애 요인은?,p804barrier
개인,Q804-4,정부 정책 전달 방식 평가는?,p804delivery
개인,Q804-5,향후 정책 기대는?,p804govhope
개인,Q805-1,디지털 직무의 국제 협력 인식은?,p805cooperation
개인,Q805-2,국제 협력 경험은?,p805experience
개인,Q805-3,협력 장애 요인은?,p805barrier
개인,Q805-4,정부 국제 협력 정책 인식은?,p805govpolicy
개인,Q805-5,향후 정책 기대는?,p805govhope
