구분,문항 번호,질문 내용,변수명
개인,Q798-1,디지털 직무의 사회 참여 인식은?,p798participation
개인,Q798-2,사회 참여 경험은?,p798experience
개인,Q798-3,사회 참여 장애 요인은?,p798barrier
개인,Q798-4,정부 사회 참여 정책 인식은?,p798govpolicy
개인,Q798-5,향후 정책 기대는?,p798govhope
개인,Q799-1,디지털 직무의 노동시장 전망은?,p799market
개인,Q799-2,노동시장 변화 체감 정도는?,p799change
개인,Q799-3,노동시장 변화 대응 전략은?,p799strategy
개인,Q799-4,정부 노동시장 정책 인식은?,p799govpolicy
개인,Q799-5,향후 정책 기대는?,p799govhope
개인,Q800-1,디지털 직무의 지속가능성 인식은?,p800sustain
개인,Q800-2,지속가능한 직무 요소는?,p800factor
개인,Q800-3,지속가능성 장애 요인은?,p800barrier
개인,Q800-4,정부 지속가능성 정책 인식은?,p800govpolicy
개인,Q800-5,향후 정책 기대는?,p800govhope
개인,Q801-1,디지털 직무의 글로벌 경쟁력 인식은?,p801global
개인,Q801-2,글로벌 경쟁 요소는?,p801factor
개인,Q801-3,경쟁력 제약 요인은?,p801barrier
개인,Q801-4,정부 글로벌 경쟁 정책 인식은?,p801govpolicy
개인,Q801-5,향후 정책 기대는?,p801govhope
