구분,문항 번호,질문 내용,변수명
개인,Q274-1,디지털 기술 활용 만족도는?,p274utilsat
개인,Q274-2,활용의 어려움은?,p274utilhard
개인,Q274-3,지원 도구 사용 경험은?,p274utilltool
개인,Q274-4,필요한 지원 도구는?,p274utilneed
개인,Q274-5,향후 개선 기대는?,p274utilhope
개인,Q275-1,디지털 소외 경험은?,p275excludeexp
개인,Q275-2,소외 원인은?,p275excludewhy
개인,Q275-3,소외 완화 경험은?,p275excludefix
개인,Q275-4,정부 대응 평가는?,p275excludegov
개인,Q275-5,정책 개선 기대는?,p275excludehope
개인,Q276-1,디지털 기술 수용 태도는?,p276attitude
개인,Q276-2,긍정적 요인은?,p276posfactor
개인,Q276-3,부정적 요인은?,p276negfactor
개인,Q276-4,지원 기대는?,p276supporthope
개인,Q276-5,정부 역할은?,p276govrole
개인,Q277-1,디지털 플랫폼 이용 경험은?,p277platformexp
개인,Q277-2,주 이용 플랫폼은?,p277platformtype
개인,Q277-3,이용 만족도는?,p277platformsat
개인,Q277-4,불편 사항은?,p277platformissue
개인,Q277-5,개선 기대는?,p277platformhope
개인,Q278-1,디지털 관련 인식 변화 경험은?,p278changeexp
개인,Q278-2,변화의 계기는?,p278changecause
개인,Q278-3,변화 후 태도는?,p278attitudenow
개인,Q278-4,추가 변화 의향은?,p278changeplan
개인,Q278-5,지원 필요 인식은?,p278supportneed
