구분,문항 번호,질문 내용,변수명
개인,Q1182-1,디지털 직무의 기술 변화 대응력 인식은?,p1182adapt
개인,Q1182-2,기술 변화 대응 어려움은?,p1182barrier
개인,Q1182-3,대응력 향상 방안은?,p1182solution
개인,Q1182-4,정부 기술 변화 대응 정책 인식은?,p1182govpolicy
개인,Q1182-5,향후 정책 기대는?,p1182govhope
개인,Q1183-1,디지털 직무의 정보 접근성 만족도는?,p1183access
개인,Q1183-2,정보 접근 제한 요인은?,p1183barrier
개인,Q1183-3,정보 접근성 향상 방안은?,p1183solution
개인,Q1183-4,정부 정보 접근 정책 인식은?,p1183govpolicy
개인,Q1183-5,향후 정책 기대는?,p1183govhope
개인,Q1184-1,디지털 직무의 데이터 활용 경험은?,p1184data
개인,Q1184-2,데이터 활용 장애 요인은?,p1184barrier
개인,Q1184-3,데이터 활용 촉진 방안은?,p1184solution
개인,Q1184-4,정부 데이터 정책 인식은?,p1184govpolicy
개인,Q1184-5,향후 정책 기대는?,p1184govhope
개인,Q1185-1,디지털 직무의 프라이버시 보호 인식은?,p1185privacy
개인,Q1185-2,프라이버시 침해 경험은?,p1185issue
개인,Q1185-3,보호 강화 방안은?,p1185solution
개인,Q1185-4,정부 프라이버시 정책 인식은?,p1185govpolicy
개인,Q1185-5,향후 정책 기대는?,p1185govhope
