구분,문항 번호,질문 내용,변수명
개인,Q1326-1,디지털 직무의 AI 기반 감정 분석 도구 사용 경험은?,p1326emotion
개인,Q1326-2,사용 목적은?,p1326purpose
개인,Q1326-3,사용 시 장애 요인은?,p1326barrier
개인,Q1326-4,정부 감정 분석 정책 인식은?,p1326govpolicy
개인,Q1326-5,향후 정책 기대는?,p1326govhope
개인,Q1327-1,디지털 직무의 AI 기반 데이터 시각화 도구 사용 경험은?,p1327viz
개인,Q1327-2,사용 목적은?,p1327purpose
개인,Q1327-3,사용 시 장애 요인은?,p1327barrier
개인,Q1327-4,정부 데이터 시각화 정책 인식은?,p1327govpolicy
개인,Q1327-5,향후 정책 기대는?,p1327govhope
개인,Q1328-1,디지털 직무의 AI 기반 일정 관리 도구 사용 경험은?,p1328schedule
개인,Q1328-2,사용 목적은?,p1328purpose
개인,Q1328-3,사용 시 장애 요인은?,p1328barrier
개인,Q1328-4,정부 일정 관리 도구 정책 인식은?,p1328govpolicy
개인,Q1328-5,향후 정책 기대는?,p1328govhope
개인,Q1329-1,디지털 직무의 AI 기반 자동 회의록 생성 도구 사용 경험은?,p1329minutes
개인,Q1329-2,사용 목적은?,p1329purpose
개인,Q1329-3,사용 시 장애 요인은?,p1329barrier
개인,Q1329-4,정부 회의록 자동화 정책 인식은?,p1329govpolicy
개인,Q1329-5,향후 정책 기대는?,p1329govhope
