구분,문항 번호,질문 내용,변수명
개인,Q906-1,디지털 직무의 국제 협업 경험 유무는?,p906global
개인,Q906-2,협업 국가/지역은?,p906region
개인,Q906-3,국제 협업의 장점은?,p906adv
개인,Q906-4,협업 시 어려움은?,p906barrier
개인,Q906-5,정부 국제 협업 지원 정책 인식은?,p906govpolicy
개인,Q907-1,디지털 직무의 언어 역량 필요 수준은?,p907language
개인,Q907-2,활용하는 외국어는?,p907langtype
개인,Q907-3,언어 장벽 경험은?,p907barrier
개인,Q907-4,정부 언어 교육 지원 정책 인식은?,p907govpolicy
개인,Q907-5,향후 정책 기대는?,p907govhope
개인,Q908-1,디지털 직무의 국제 표준 이해도는?,p908standard
개인,Q908-2,국제 표준 교육 수강 여부는?,p908edu
개인,Q908-3,표준 미이해로 인한 문제는?,p908problem
개인,Q908-4,정부 국제 표준 교육 정책 인식은?,p908govpolicy
개인,Q908-5,향후 정책 기대는?,p908govhope
개인,Q909-1,디지털 직무의 글로벌 진출 의향은?,p909intention
개인,Q909-2,글로벌 진출 동기는?,p909motive
개인,Q909-3,진출 시 예상되는 어려움은?,p909barrier
개인,Q909-4,정부 글로벌 진출 지원 정책 인식은?,p909govpolicy
개인,Q909-5,향후 정책 기대는?,p909govhope
