구분,문항 번호,질문 내용,변수명
개인,Q1030-1,디지털 직무의 상호 존중 문화 인식은?,p1030respect
개인,Q1030-2,존중 문화 실천 경험은?,p1030experience
개인,Q1030-3,존중 저해 요인은?,p1030barrier
개인,Q1030-4,정부 존중 문화 조성 정책 인식은?,p1030govpolicy
개인,Q1030-5,향후 정책 기대는?,p1030govhope
개인,Q1031-1,디지털 직무의 상시 학습 경험은?,p1031continuous
개인,Q1031-2,상시 학습 방식은?,p1031method
개인,Q1031-3,학습 어려움은?,p1031barrier
개인,Q1031-4,정부 상시 학습 지원 정책 인식은?,p1031govpolicy
개인,Q1031-5,향후 정책 기대는?,p1031govhope
개인,Q1032-1,디지털 직무의 갈등 해결 경험은?,p1032conflict
개인,Q1032-2,갈등 해결 방식은?,p1032method
개인,Q1032-3,갈등 원인은?,p1032cause
개인,Q1032-4,정부 갈등 조정 정책 인식은?,p1032govpolicy
개인,Q1032-5,향후 정책 기대는?,p1032govhope
개인,Q1033-1,디지털 직무의 정보 공유 인식은?,p1033sharing
개인,Q1033-2,정보 공유 촉진 요인은?,p1033factor
개인,Q1033-3,공유 저해 요인은?,p1033barrier
개인,Q1033-4,정부 정보 공유 정책 인식은?,p1033govpolicy
개인,Q1033-5,향후 정책 기대는?,p1033govhope
