구분,문항 번호,질문 내용,변수명
개인,Q838-1,디지털 직무의 조직 내 의사소통 인식은?,p838communication
개인,Q838-2,의사소통 방식은?,p838method
개인,Q838-3,의사소통 장애 요인은?,p838barrier
개인,Q838-4,정부 의사소통 정책 인식은?,p838govpolicy
개인,Q838-5,향후 정책 기대는?,p838govhope
개인,Q839-1,디지털 직무의 직장 내 갈등 경험은?,p839conflict
개인,Q839-2,갈등 원인은?,p839cause
개인,Q839-3,갈등 해결 방식은?,p839solution
개인,Q839-4,정부 갈등 관리 정책 인식은?,p839govpolicy
개인,Q839-5,향후 정책 기대는?,p839govhope
개인,Q840-1,디지털 직무의 조직문화 인식은?,p840culture
개인,Q840-2,조직문화 긍정 요소는?,p840positive
개인,Q840-3,조직문화 개선 필요 요소는?,p840negative
개인,Q840-4,정부 조직문화 정책 인식은?,p840govpolicy
개인,Q840-5,향후 정책 기대는?,p840govhope
개인,Q841-1,디지털 직무의 다양성 인식은?,p841diversity
개인,Q841-2,다양성 존중 경험은?,p841experience
개인,Q841-3,다양성 갈등 경험은?,p841conflict
개인,Q841-4,정부 다양성 정책 인식은?,p841govpolicy
개인,Q841-5,향후 정책 기대는?,p841govhope
