구분,문항 번호,질문 내용,변수명
개인,Q1046-1,디지털 직무의 커뮤니케이션 방식은?,p1046commstyle
개인,Q1046-2,효과적인 커뮤니케이션 요인은?,p1046effective
개인,Q1046-3,커뮤니케이션의 장애 요인은?,p1046barrier
개인,Q1046-4,정부 커뮤니케이션 정책 인식은?,p1046govpolicy
개인,Q1046-5,향후 정책 기대는?,p1046govhope
개인,Q1047-1,디지털 직무의 성별 인식 경험은?,p1047gender
개인,Q1047-2,성별 관련 문제 발생 경험은?,p1047issue
개인,Q1047-3,성별 인식 개선 방안은?,p1047solution
개인,Q1047-4,정부 성평등 정책 인식은?,p1047govpolicy
개인,Q1047-5,향후 정책 기대는?,p1047govhope
개인,Q1048-1,디지털 직무의 연령 인식 경험은?,p1048age
개인,Q1048-2,연령 차이로 인한 문제 경험은?,p1048issue
개인,Q1048-3,세대 간 협업 촉진 방안은?,p1048solution
개인,Q1048-4,정부 세대 통합 정책 인식은?,p1048govpolicy
개인,Q1048-5,향후 정책 기대는?,p1048govhope
개인,Q1049-1,디지털 직무의 문화 다양성 인식은?,p1049diversity
개인,Q1049-2,문화 다양성 수용 경험은?,p1049accept
개인,Q1049-3,다양성 촉진 방안은?,p1049promotion
개인,Q1049-4,정부 다양성 정책 인식은?,p1049govpolicy
개인,Q1049-5,향후 정책 기대는?,p1049govhope
