구분,문항 번호,질문 내용,변수명
개인,Q978-1,디지털 직무의 일터 내 갈등 조정 경험은?,p978resolve
개인,Q978-2,갈등 조정 방식은?,p978method
개인,Q978-3,조정의 어려움은?,p978barrier
개인,Q978-4,정부 갈등 조정 정책 인식은?,p978govpolicy
개인,Q978-5,향후 정책 기대는?,p978govhope
개인,Q979-1,디지털 직무의 혁신 활동 참여 경험은?,p979innovation
개인,Q979-2,참여 동기는?,p979motive
개인,Q979-3,혁신 활동 장애 요인은?,p979barrier
개인,Q979-4,정부 혁신 활동 지원 정책 인식은?,p979govpolicy
개인,Q979-5,향후 정책 기대는?,p979govhope
개인,Q980-1,디지털 직무의 조직 내 신뢰 수준은?,p980trust
개인,Q980-2,신뢰 형성 요인은?,p980factor
개인,Q980-3,신뢰 저해 요인은?,p980barrier
개인,Q980-4,정부 신뢰 증진 정책 인식은?,p980govpolicy
개인,Q980-5,향후 정책 기대는?,p980govhope
개인,Q981-1,디지털 직무의 사회적 인식 수준은?,p981perception
개인,Q981-2,긍정적 인식 이유는?,p981positive
개인,Q981-3,부정적 인식 이유는?,p981negative
개인,Q981-4,정부 인식 개선 정책 인식은?,p981govpolicy
개인,Q981-5,향후 정책 기대는?,p981govhope
