구분,문항 번호,질문 내용,변수명
개인,Q950-1,디지털 직무의 직무 만족도 변화 추이는?,p950trend
개인,Q950-2,만족도 변화의 주요 요인은?,p950reason
개인,Q950-3,만족도 향상을 위한 조건은?,p950improve
개인,Q950-4,정부 직무 만족도 제고 정책 인식은?,p950govpolicy
개인,Q950-5,향후 정책 기대는?,p950govhope
개인,Q951-1,디지털 직무의 장기 근속 의향은?,p951intention
개인,Q951-2,장기 근속 희망 이유는?,p951reason
개인,Q951-3,장기 근속 장애 요인은?,p951barrier
개인,Q951-4,정부 근속 유도 정책 인식은?,p951govpolicy
개인,Q951-5,향후 정책 기대는?,p951govhope
개인,Q952-1,디지털 직무의 훈련 참여 경험은?,p952training
개인,Q952-2,훈련 내용은?,p952content
개인,Q952-3,훈련 효과에 대한 평가는?,p952effect
개인,Q952-4,정부 직무 훈련 정책 인식은?,p952govpolicy
개인,Q952-5,향후 정책 기대는?,p952govhope
개인,Q953-1,디지털 직무의 직장 내 갈등 경험은?,p953conflict
개인,Q953-2,갈등 원인은?,p953cause
개인,Q953-3,갈등 해결 방법은?,p953solution
개인,Q953-4,정부 갈등 중재 정책 인식은?,p953govpolicy
개인,Q953-5,향후 정책 기대는?,p953govhope
