구분,문항 번호,질문 내용,변수명
개인,Q774-1,디지털 직무의 원격 근무 인식은?,p774remote
개인,Q774-2,원격 근무 경험은?,p774experience
개인,Q774-3,원격 근무 장애 요인은?,p774barrier
개인,Q774-4,정부 원격 근무 정책 인식은?,p774govpolicy
개인,Q774-5,향후 정책 기대는?,p774govhope
개인,Q775-1,디지털 직무의 협업 도구 활용 인식은?,p775collab
개인,Q775-2,협업 도구 활용 경험은?,p775experience
개인,Q775-3,협업 도구 활용 장애 요인은?,p775barrier
개인,Q775-4,정부 협업 정책 인식은?,p775govpolicy
개인,Q775-5,향후 정책 기대는?,p775govhope
개인,Q776-1,디지털 직무의 디지털 격차 인식은?,p776divide
개인,Q776-2,디지털 격차 경험은?,p776experience
개인,Q776-3,디지털 격차 해소 노력은?,p776effort
개인,Q776-4,정부 디지털 격차 정책 인식은?,p776govpolicy
개인,Q776-5,향후 정책 기대는?,p776govhope
개인,Q777-1,디지털 직무의 디지털 리터러시 수준은?,p777literacy
개인,Q777-2,디지털 역량 향상 방법은?,p777method
개인,Q777-3,디지털 역량 향상 장애 요인은?,p777barrier
개인,Q777-4,정부 디지털 교육 정책 인식은?,p777govpolicy
개인,Q777-5,향후 정책 기대는?,p777govhope
